pincode,latitude,longitude,hmap,name
400014,19.0148,72.8455,0.1,David Gibson
400010,18.9702,72.846,0.1,Roberto Conrad
400051,19.0596,72.8553,0.1,Anthony Lynch
400069,19.1178,72.8737,0.1,Mark Robinson
400044,19.0633,72.9258,0.1,David Marshall
400016,19.0389,72.8421,0.1,Charles Ortega
400013,18.9982,72.8275,0.1,Mr. Richard Allen Jr.
400087,19.1391,72.8956,0.1,Dr. Kenneth Roach
400050,19.0552,72.83,0.1,Evan Mason
400087,19.1391,72.8956,0.1,Dawn Moore
400093,19.1283,72.8677,0.1,Robert Richard
400051,19.0596,72.8553,0.1,Christopher Lee
400028,19.0217,72.8375,0.1,Lisa Ross
400099,19.0929,72.8654,0.1,Samantha Riley
400049,19.1047,72.8268,0.1,David Lowery
400015,18.9961,72.8528,0.1,Jermaine Johnson
400049,19.1047,72.8268,0.1,Joseph Abbott
400011,18.981,72.8268,0.1,James Rios
400010,18.9702,72.846,0.1,Michelle Murray
400101,19.2059,72.8661,0.1,Charles Gonzalez
400017,19.0456,72.8537,0.1,Melissa Wilkerson
400061,19.1427,72.8053,0.1,Laura Alexander
400059,19.1119,72.879,0.1,Tina Salinas
400050,19.0552,72.83,0.1,Stephanie Martin
400002,18.9484,72.8259,0.1,Maria Johnson
400615,19.2683,72.971,0.1,Ryan Marquez
400038,18.9377,72.839,0.1,James Morton
400007,18.9618,72.8134,0.1,David Vargas
400006,18.9541,72.8004,0.1,Robert Rowe
400050,19.0552,72.83,0.1,Nathaniel Silva
400020,18.9351,72.8264,0.1,Allen Thomas
400030,19.0122,72.8219,0.1,Donald Burke
400099,19.0929,72.8654,0.1,Marc Butler
400048,18.9104,72.8198,0.1,Carol Wood
400004,18.958,72.8214,0.1,Andrew Davis
400041,19.0172,72.9398,0.1,Brian King
400090,19.1629,72.8353,0.1,Jose Arias
400039,18.9223,72.8312,0.1,April Todd
400048,18.9104,72.8198,0.1,William Davis
400708,19.157934,72.993477,0.1,Andrew Matthews
400033,18.9856,72.8442,0.1,Heather Horton
400074,19.029,72.8881,0.1,Tammy Ryan
400060,19.1368,72.8579,0.1,Jenny Hill
400013,18.9982,72.8275,0.1,Catherine Miller
400049,19.1047,72.8268,0.1,Laura Stout
400099,19.0929,72.8654,0.1,Joseph Smith
400031,19.0133,72.8549,0.1,Jacqueline Jensen
400067,19.2072,72.8348,0.1,Walter Guerrero
400022,19.0426,72.8638,0.1,Bradley Gallagher
400091,19.234,72.8399,0.1,Danielle Osborne
400040,19.0636,72.9228,0.1,Jim Webb
400079,19.1025,72.9254,0.1,William King
400010,18.9702,72.846,0.1,Joshua Murphy
400066,19.2313,72.8635,0.1,James Harris
400003,18.9532,72.8353,0.1,William Morgan
400035,18.9417,72.7936,0.1,Cody Goodman DDS
400082,19.1741,72.9372,0.1,Kenneth Welch
400009,18.9583,72.8389,0.1,Teresa Perez
400034,18.9724,72.8148,0.1,Michelle Gross
400070,19.0741,72.8804,0.1,Angela Williams
400018,18.9985,72.8174,0.1,Phillip Parks
400051,19.0596,72.8553,0.1,David Mata
400010,18.9702,72.846,0.1,Matthew Small
400006,18.9541,72.8004,0.1,Jacob Holt
400024,19.0611,72.8792,0.1,Elizabeth Turner
400069,19.1178,72.8737,0.1,James Obrien
400020,18.9351,72.8264,0.1,Paula Rodriguez
400091,19.234,72.8399,0.1,Mitchell Lopez
400033,18.9856,72.8442,0.1,John Stewart
400038,18.9377,72.839,0.1,Dustin Wilson
400089,19.0685,72.9003,0.1,Jason Johnson
400064,19.1872,72.8407,0.1,Theodore Lyons
400097,19.1839,72.8584,0.1,Colleen Martin
400050,19.0552,72.83,0.1,Joseph Smith
400088,19.0483,72.9288,0.1,Joy Williams
400100,19.0929,72.8654,0.1,Colin Simmons
400089,19.0685,72.9003,0.1,Steven Oliver
400098,19.0718,72.8615,0.1,Jennifer Joseph
400082,19.1741,72.9372,0.1,Pamela Bishop
400099,19.0929,72.8654,0.1,Kristen Hudson
400092,19.2327,72.7984,0.1,Nicholas Thornton
400094,19.0359,72.9247,0.1,Ryan Long
400039,18.9223,72.8312,0.1,William Wells
400005,18.9104,72.8198,0.1,Peter Sanders
400007,18.9618,72.8134,0.1,Shane Brown
400073,19.0718,72.9168,0.1,Julie Best
400048,18.9104,72.8198,0.1,Edward Jacobs
400027,18.9793,72.8383,0.1,Leah Freeman MD
400076,19.1239,72.9094,0.1,Sean Ferguson
400030,19.0122,72.8219,0.1,Kendra Owens
400045,19.0633,72.9258,0.1,Marcus Nelson
400054,19.082,72.8345,0.1,Joel Russell
400009,18.9583,72.8389,0.1,Jason Coleman
400015,18.9961,72.8528,0.1,Stephen Jones
400100,19.0929,72.8654,0.1,Cynthia Montgomery
400006,18.9541,72.8004,0.1,Kevin Williams
400071,19.0521,72.9007,0.1,Mary Rivera
400057,19.1007,72.8485,0.1,Adam Horn
400073,19.0718,72.9168,0.1,Melissa Watson
400089,19.0685,72.9003,0.1,Thomas Lewis
400019,19.0269,72.8554,0.1,Miss Bianca Fernandez MD
400047,19.1246,72.8422,0.1,Gary Clark
400052,19.0717,72.8341,0.1,Tonya Jones
400068,19.2591,72.8338,0.1,Emily Butler
400035,18.9417,72.7936,0.1,Jennifer Williamson
400042,19.1338,72.9384,0.1,David Castillo
400093,19.1283,72.8677,0.1,Andrew Walker PhD
400036,18.9625,72.805,0.1,Andrew Smith
400052,19.0717,72.8341,0.1,Antonio Baker
400033,18.9856,72.8442,0.1,Nicholas Porter
400050,19.0552,72.83,0.1,Scott Herman
400051,19.0596,72.8553,0.1,Andrew Brewer
400096,19.1267,72.8767,0.1,Robert Henson
400013,18.9982,72.8275,0.1,Nancy Finley
400032,18.929,72.8301,0.1,Julia Harvey
400079,19.1025,72.9254,0.1,Clayton Miller
400011,18.981,72.8268,0.1,Robert Fernandez
400019,19.0269,72.8554,0.1,Justin Alexander
400043,19.0633,72.9258,0.1,Casey Lucas
400053,19.1121,72.8611,0.1,Alexandra Simpson
400006,18.9541,72.8004,0.1,Joshua Jacobson
400049,19.1047,72.8268,0.1,Raymond Farley
400018,18.9985,72.8174,0.1,Jeffrey Salas
400021,18.9256,72.8242,0.1,Jason Summers
400079,19.1025,72.9254,0.1,Steven Matthews
400019,19.0269,72.8554,0.1,David Woodward
400091,19.234,72.8399,0.1,Ryan Higgins
400039,18.9223,72.8312,0.1,Jaclyn Logan
400002,18.9484,72.8259,0.1,Tom Erickson
400072,19.1018,72.8904,0.1,Briana Hill
400001,18.9385,72.8363,0.1,Mr. David Acosta
400018,18.9985,72.8174,0.1,Allen Mclean
400042,19.1338,72.9384,0.1,Nicole Yates
400004,18.958,72.8214,0.1,Barry Williams
400010,18.9702,72.846,0.1,Kurt Knapp
400020,18.9351,72.8264,0.1,Alan Morales
400048,18.9104,72.8198,0.1,Keith Crawford
400059,19.1119,72.879,0.1,Charles Melton
400018,18.9985,72.8174,0.1,Scott Wheeler
400075,19.0799,72.9174,0.1,Michael Norton
400036,18.9625,72.805,0.1,Miranda Smith
400008,18.9671,72.8287,0.1,Cheryl Hunter
400042,19.1338,72.9384,0.1,David Anderson
400615,19.2683,72.971,0.1,Shawna Pratt
400058,19.1227,72.8302,0.1,Charles Hunter
400022,19.0426,72.8638,0.1,Mary Rodriguez
400033,18.9856,72.8442,0.1,Jared Williamson
400059,19.1119,72.879,0.1,Robert Murray
400061,19.1427,72.8053,0.1,Justin Fields
400002,18.9484,72.8259,0.1,Edward Dunn
400032,18.929,72.8301,0.1,Christopher Griffin
400080,19.1721,72.9483,0.1,Daniel Smith
400007,18.9618,72.8134,0.1,Joseph Green
400055,19.0804,72.8469,0.1,Ian Morris
400032,18.929,72.8301,0.1,Daryl Rowe
400080,19.1721,72.9483,0.1,Wanda Munoz
400052,19.0717,72.8341,0.1,Susan Brock
400019,19.0269,72.8554,0.1,Richard Sloan
400081,19.1661,72.9646,0.1,Amy Phillips DDS
400015,18.9961,72.8528,0.1,Lori Vaughn
400041,19.0172,72.9398,0.1,Benjamin Welch
400032,18.929,72.8301,0.1,Charles Collins
400069,19.1178,72.8737,0.1,Noah Mayo
400035,18.9417,72.7936,0.1,William Ward
400085,19.0438,72.9121,0.1,Jonathan Williams
400044,19.0633,72.9258,0.1,Eric Gonzales
400011,18.981,72.8268,0.1,Allison Bridges
400024,19.0611,72.8792,0.1,Connor Doyle
400074,19.029,72.8881,0.1,Andrew Adams
400035,18.9417,72.7936,0.1,Christopher Owens
400024,19.0611,72.8792,0.1,Joseph Russell
400036,18.9625,72.805,0.1,Jeffrey Rodriguez
400023,18.9321,72.8323,0.1,Cody Martin
400019,19.0269,72.8554,0.1,Mark Pearson
400050,19.0552,72.83,0.1,Sarah Lopez
400080,19.1721,72.9483,0.1,Kevin Sanders
400072,19.1018,72.8904,0.1,Patrick Sanchez
400035,18.9417,72.7936,0.1,Ryan Johnson
400057,19.1007,72.8485,0.1,Brian Miller
400040,19.0636,72.9228,0.1,Keith Castillo
400056,19.1045,72.8395,0.1,Hunter Fernandez
400033,18.9856,72.8442,0.1,Scott Burke
400009,18.9583,72.8389,0.1,Ashley Reyes
400084,19.0976,72.9032,0.1,Mary Kelly
400069,19.1178,72.8737,0.1,Karen Rodriguez
400068,19.2591,72.8338,0.1,Erin Zhang
400012,18.9995,72.8397,0.1,Nancy Newman
400063,19.1648,72.8533,0.1,Paula Brown
400030,19.0122,72.8219,0.1,David Ward
400006,18.9541,72.8004,0.1,Joseph Hutchinson
400071,19.0521,72.9007,0.1,Matthew Gutierrez
400099,19.0929,72.8654,0.1,Michael Wilkerson
400022,19.0426,72.8638,0.1,Allen Tucker
400084,19.0976,72.9032,0.1,Clifford Wright
400055,19.0804,72.8469,0.1,Terry Caldwell
400099,19.0929,72.8654,0.1,Michael Richardson
400093,19.1283,72.8677,0.1,Phillip Kelley
400090,19.1629,72.8353,0.1,Emily Campos
400044,19.0633,72.9258,0.1,Laura Adams
400064,19.1872,72.8407,0.1,Derek Martin
400056,19.1045,72.8395,0.1,Cynthia Woodward
400031,19.0133,72.8549,0.1,Alexandria Rodriguez
400040,19.0636,72.9228,0.1,Eric Matthews
400037,19.0257,72.8697,0.1,David Doyle
400098,19.0718,72.8615,0.1,Joshua Hayes
400074,19.029,72.8881,0.1,Walter Mckay
400018,18.9985,72.8174,0.1,Daniel Reynolds
400074,19.029,72.8881,0.1,Natalie Leonard
400046,19.1367,72.8109,0.1,Nicholas Simmons
400062,19.1593,72.8427,0.1,Robert Mcgee
400075,19.0799,72.9174,0.1,Danielle Ramirez
400087,19.1391,72.8956,0.1,Charles Dunn
400053,19.1121,72.8611,0.1,Kayla Shah
400074,19.029,72.8881,0.1,Joshua Parks
400065,19.1556,72.885,0.1,Ricky Clayton
400034,18.9724,72.8148,0.1,Brandon Davis
400047,19.1246,72.8422,0.1,Robert Allen
400012,18.9995,72.8397,0.1,Julie Armstrong
400018,18.9985,72.8174,0.1,Jason King
400053,19.1121,72.8611,0.1,Stacie Macdonald
400055,19.0804,72.8469,0.1,Anita Andrews
400072,19.1018,72.8904,0.1,Kevin Crane
400086,19.0893,72.9078,0.1,Robert Miller
400095,19.1888,72.8197,0.1,Paul Williams
400001,18.9385,72.8363,0.1,Alexander Moore
400081,19.1661,72.9646,0.1,Christine Guerrero
400051,19.0596,72.8553,0.1,Thomas Garcia
400007,18.9618,72.8134,0.1,Amber Lopez
400053,19.1121,72.8611,0.1,Ryan Fitzgerald
400006,18.9541,72.8004,0.1,Troy Hayden
400013,18.9982,72.8275,0.1,Diane Sanchez
400025,19.0158,72.8294,0.1,Wyatt Curtis
400031,19.0133,72.8549,0.1,Patrick Merritt
400076,19.1239,72.9094,0.1,John Williams
400065,19.1556,72.885,0.1,John Li
400087,19.1391,72.8956,0.1,Dawn Schroeder
400060,19.1368,72.8579,0.1,Eric Turner
400094,19.0359,72.9247,0.1,Michael Hayes
400064,19.1872,72.8407,0.1,Juan Wiley
400076,19.1239,72.9094,0.1,Michael Roberts
400064,19.1872,72.8407,0.1,Mitchell King
400080,19.1721,72.9483,0.1,Timothy Griffin
400013,18.9982,72.8275,0.1,Daniel Hale
400099,19.0929,72.8654,0.1,Megan Wood
400052,19.0717,72.8341,0.1,Jaime Mcdonald
400053,19.1121,72.8611,0.1,Xavier Villa
400021,18.9256,72.8242,0.1,Jeremy Adams
400043,19.0633,72.9258,0.1,Andrew Taylor
400020,18.9351,72.8264,0.1,Brandon Ortega
400018,18.9985,72.8174,0.1,Tiffany Hill
400088,19.0483,72.9288,0.1,James Powell
400615,19.2683,72.971,0.1,Julie Lynch
400002,18.9484,72.8259,0.1,Amber Gonzalez
400060,19.1368,72.8579,0.1,Christopher Lambert
400019,19.0269,72.8554,0.1,Rebekah Sosa
400002,18.9484,72.8259,0.1,Kelly Hanson
400095,19.1888,72.8197,0.1,Joseph Grant
400044,19.0633,72.9258,0.1,Amy Bryant
400095,19.1888,72.8197,0.1,Craig Snyder
400060,19.1368,72.8579,0.1,Ian Butler
400069,19.1178,72.8737,0.1,Dr. Yvette Lambert
400089,19.0685,72.9003,0.1,Kevin Bentley
400057,19.1007,72.8485,0.1,Nicholas Hansen
400095,19.1888,72.8197,0.1,Daniel Holland
400089,19.0685,72.9003,0.1,William Powell
400029,19.0797,72.8679,0.1,Kenneth Hampton
400016,19.0389,72.8421,0.1,Jessica Lin
400074,19.029,72.8881,0.1,Brian Bullock
400079,19.1025,72.9254,0.1,Christine Ramirez
400068,19.2591,72.8338,0.1,Troy Thompson
400086,19.0893,72.9078,0.1,Thomas Montgomery
400081,19.1661,72.9646,0.1,John Lee
400025,19.0158,72.8294,0.1,John Elliott
400032,18.929,72.8301,0.1,Robert Nash
400060,19.1368,72.8579,0.1,Frank Rojas
400095,19.1888,72.8197,0.1,Debra Vasquez
400028,19.0217,72.8375,0.1,Tyler Bautista
400075,19.0799,72.9174,0.1,Calvin Rosales
400047,19.1246,72.8422,0.1,Jennifer Houston
400005,18.9104,72.8198,0.1,Timothy Wilson
400088,19.0483,72.9288,0.1,Johnny Abbott
400101,19.2059,72.8661,0.1,Fred Lawson
400088,19.0483,72.9288,0.1,Michael Meadows
400043,19.0633,72.9258,0.1,Amanda Murray
400056,19.1045,72.8395,0.1,Paul Jackson
400087,19.1391,72.8956,0.1,Darrell Carpenter
400048,18.9104,72.8198,0.1,Joseph Manning
400003,18.9532,72.8353,0.1,Gary Griffin
400066,19.2313,72.8635,0.1,Devon Johnson
400007,18.9618,72.8134,0.1,Helen Lopez
400708,19.157934,72.993477,0.1,Derrick Nichols
400007,18.9618,72.8134,0.1,April Allen
400073,19.0718,72.9168,0.1,Keith Price
400042,19.1338,72.9384,0.1,Bruce Ramos
400060,19.1368,72.8579,0.1,Catherine Williams
400027,18.9793,72.8383,0.1,Jamie Kent
400061,19.1427,72.8053,0.1,Todd Harvey
400014,19.0148,72.8455,0.1,Robert Green
400065,19.1556,72.885,0.1,Kimberly Sullivan
400034,18.9724,72.8148,0.1,Edwin Dawson
400021,18.9256,72.8242,0.1,Mrs. Kari Fisher
400084,19.0976,72.9032,0.1,Ryan Young
400063,19.1648,72.8533,0.1,Brandon Phillips
400073,19.0718,72.9168,0.1,Albert Tucker
400070,19.0741,72.8804,0.1,Mark Ball
400067,19.2072,72.8348,0.1,Brian Walter
400049,19.1047,72.8268,0.1,Bryan Wilkinson
400009,18.9583,72.8389,0.1,Angela Nunez
400014,19.0148,72.8455,0.1,Mark Dillon
400056,19.1045,72.8395,0.1,Karen Pope
400074,19.029,72.8881,0.1,James Cooper
400090,19.1629,72.8353,0.1,Cynthia Hughes
400062,19.1593,72.8427,0.1,Robert Hall
400030,19.0122,72.8219,0.1,Paul Woodard
400090,19.1629,72.8353,0.1,Ronnie Bailey
400068,19.2591,72.8338,0.1,Linda Aguilar
400099,19.0929,72.8654,0.1,Anthony Burton
400011,18.981,72.8268,0.1,Kelly Bryant
400071,19.0521,72.9007,0.1,Gary Rollins
400013,18.9982,72.8275,0.1,Dylan Howard
400065,19.1556,72.885,0.1,Erin Young
400085,19.0438,72.9121,0.1,Lee Walters
400074,19.029,72.8881,0.1,Shane Shah
400077,19.0779,72.9056,0.1,Ricky Velasquez
400021,18.9256,72.8242,0.1,Emily Melendez
400009,18.9583,72.8389,0.1,Benjamin Lynch
400034,18.9724,72.8148,0.1,Beverly Carter
400005,18.9104,72.8198,0.1,Curtis Scott
400072,19.1018,72.8904,0.1,Joshua Gomez
400032,18.929,72.8301,0.1,Todd Walker
400059,19.1119,72.879,0.1,Dennis Sandoval
400062,19.1593,72.8427,0.1,Larry Paul
400015,18.9961,72.8528,0.1,Jason Pena
400066,19.2313,72.8635,0.1,Jessica Jones
400040,19.0636,72.9228,0.1,Matthew Young
400092,19.2327,72.7984,0.1,Mary Patterson
400012,18.9995,72.8397,0.1,Daniel Smith
400069,19.1178,72.8737,0.1,David Carlson
400034,18.9724,72.8148,0.1,Ronnie Stewart
400086,19.0893,72.9078,0.1,Jerry White
400036,18.9625,72.805,0.1,Gregory Turner
400055,19.0804,72.8469,0.1,Chad Johnson
400017,19.0456,72.8537,0.1,Scott Payne
400083,19.1166,72.9374,0.1,Daniel Faulkner
400070,19.0741,72.8804,0.1,Jorge Gray
400082,19.1741,72.9372,0.1,Kenneth Villegas
400051,19.0596,72.8553,0.1,Richard Rodriguez
400039,18.9223,72.8312,0.1,Mr. Ian Walker
400001,18.9385,72.8363,0.1,Lisa Mueller
400086,19.0893,72.9078,0.1,Robert Riggs
400022,19.0426,72.8638,0.1,Gregory Cervantes
400026,18.9706,72.8095,0.1,Kenneth Ramsey
400061,19.1427,72.8053,0.1,William Perry
400031,19.0133,72.8549,0.1,Joshua Cox
400044,19.0633,72.9258,0.1,Holly Tucker
400046,19.1367,72.8109,0.1,William Campbell
400070,19.0741,72.8804,0.1,Cheryl Edwards
400045,19.0633,72.9258,0.1,Billy Dunlap
400072,19.1018,72.8904,0.1,Philip Perez
400062,19.1593,72.8427,0.1,Christopher Jenkins
400078,19.157,72.9327,0.1,Jason Ryan
400089,19.0685,72.9003,0.1,Kenneth Pearson
400005,18.9104,72.8198,0.1,Juan Romero
400615,19.2683,72.971,0.1,Monica Barnes
400098,19.0718,72.8615,0.1,Scott Smith
400033,18.9856,72.8442,0.1,Sally Gonzales
400070,19.0741,72.8804,0.1,Patrick Hall
400056,19.1045,72.8395,0.1,Kelly Roberson
400086,19.0893,72.9078,0.1,Shelby Mitchell
400026,18.9706,72.8095,0.1,Donald Hensley
400079,19.1025,72.9254,0.1,Robert Adams
400059,19.1119,72.879,0.1,Donna Lynch
400010,18.9702,72.846,0.1,Cassidy Santiago
400051,19.0596,72.8553,0.1,Bryan Burns
400045,19.0633,72.9258,0.1,Dominic Harmon
400026,18.9706,72.8095,0.1,Kyle Vega
400078,19.157,72.9327,0.1,Logan Owens
400059,19.1119,72.879,0.1,Daniel Price
400079,19.1025,72.9254,0.1,Tracy Glover
400024,19.0611,72.8792,0.1,Jonathan Davis
400032,18.929,72.8301,0.1,Andrew Wade
400063,19.1648,72.8533,0.1,Arthur Burns
400028,19.0217,72.8375,0.1,Joseph Reyes
400079,19.1025,72.9254,0.1,Mr. Michael Wilson
400078,19.157,72.9327,0.1,Ashley Prince
400096,19.1267,72.8767,0.1,Gina Williams
400046,19.1367,72.8109,0.1,David Moore II
400100,19.0929,72.8654,0.1,Elizabeth Kelly
400075,19.0799,72.9174,0.1,Frank Dixon
400039,18.9223,72.8312,0.1,Jon Jackson
400021,18.9256,72.8242,0.1,Patricia Walsh
400051,19.0596,72.8553,0.1,Chase Armstrong
400092,19.2327,72.7984,0.1,Stephanie Lynch
400087,19.1391,72.8956,0.1,Albert Larsen
400019,19.0269,72.8554,0.1,Brandon Ross
400050,19.0552,72.83,0.1,Ethan Mcguire
400067,19.2072,72.8348,0.1,Frederick Stephenson
400034,18.9724,72.8148,0.1,William Camacho
400067,19.2072,72.8348,0.1,Jesse Galloway
400044,19.0633,72.9258,0.1,Bobby Schultz
400071,19.0521,72.9007,0.1,James Cooper
400094,19.0359,72.9247,0.1,Wesley Barnes
400063,19.1648,72.8533,0.1,William Armstrong
400090,19.1629,72.8353,0.1,Erica Collins
400032,18.929,72.8301,0.1,William Sheppard
400035,18.9417,72.7936,0.1,Bryan Delgado
400090,19.1629,72.8353,0.1,Robert Cunningham
400087,19.1391,72.8956,0.1,Marc Murray
400051,19.0596,72.8553,0.1,Scott Fleming
400020,18.9351,72.8264,0.1,Courtney Brown
400063,19.1648,72.8533,0.1,Gary Cruz
400043,19.0633,72.9258,0.1,Sarah Macias
400067,19.2072,72.8348,0.1,Mr. Bruce Carter MD
400095,19.1888,72.8197,0.1,Edward Mcfarland
400033,18.9856,72.8442,0.1,Alexis Flores
400047,19.1246,72.8422,0.1,Lindsay Mcpherson
400060,19.1368,72.8579,0.1,Rachel Scott
400035,18.9417,72.7936,0.1,Elizabeth Clark
400061,19.1427,72.8053,0.1,Stephanie Nguyen
400033,18.9856,72.8442,0.1,Nathan Ryan
400095,19.1888,72.8197,0.1,Bill Taylor
400052,19.0717,72.8341,0.1,Heather Frazier
400079,19.1025,72.9254,0.1,Steven Phillips DDS
400015,18.9961,72.8528,0.1,Christine Richmond
400088,19.0483,72.9288,0.1,Billy Allen
400077,19.0779,72.9056,0.1,Stephen Nolan
400099,19.0929,72.8654,0.1,Juan Baker
400038,18.9377,72.839,0.1,Chase Barry
400064,19.1872,72.8407,0.1,Walter Murphy
400072,19.1018,72.8904,0.1,Jacob Mccann
400050,19.0552,72.83,0.1,Gabriella Garcia MD
400045,19.0633,72.9258,0.1,Raymond Smith
400094,19.0359,72.9247,0.1,Heather Rodriguez
400021,18.9256,72.8242,0.1,Michelle Grimes
400009,18.9583,72.8389,0.1,Lance Ferguson
400065,19.1556,72.885,0.1,Christopher Burton
400101,19.2059,72.8661,0.1,Timothy Ross
400100,19.0929,72.8654,0.1,Joseph Smith
400053,19.1121,72.8611,0.1,Jean Harris
400014,19.0148,72.8455,0.1,William Watson
400025,19.0158,72.8294,0.1,Kelsey Cooper
400002,18.9484,72.8259,0.1,Latoya Mcdonald
400020,18.9351,72.8264,0.1,Christina Graham
400038,18.9377,72.839,0.1,Kevin Chavez
400034,18.9724,72.8148,0.1,Matthew Perez
400051,19.0596,72.8553,0.1,David Jones
400026,18.9706,72.8095,0.1,James Mckenzie
400084,19.0976,72.9032,0.1,Jonathan Brewer
400023,18.9321,72.8323,0.1,Daniel Ball
400031,19.0133,72.8549,0.1,Joshua Johnson
400097,19.1839,72.8584,0.1,Robert Wilson
400057,19.1007,72.8485,0.1,Jerry Mason
400090,19.1629,72.8353,0.1,Anthony Price
400031,19.0133,72.8549,0.1,Jonathan Rodriguez
400021,18.9256,72.8242,0.1,Steven Zamora
400035,18.9417,72.7936,0.1,Nicholas Perez
400067,19.2072,72.8348,0.1,James Stanley
400025,19.0158,72.8294,0.1,Alexis Kelly
400708,19.157934,72.993477,0.1,Tyler Dunn
400087,19.1391,72.8956,0.1,Eric Ball
400092,19.2327,72.7984,0.1,Nicholas Mcgee
400001,18.9385,72.8363,0.1,Sandra Miller
400101,19.2059,72.8661,0.1,Jordan Davis
400031,19.0133,72.8549,0.1,Timothy Robinson
400082,19.1741,72.9372,0.1,Molly Lucas
400023,18.9321,72.8323,0.1,Michael Carrillo
400098,19.0718,72.8615,0.1,John Weber
400004,18.958,72.8214,0.1,Brian Beasley
400088,19.0483,72.9288,0.1,Susan Chavez
400036,18.9625,72.805,0.1,Jack Becker
400030,19.0122,72.8219,0.1,Jonathan Kemp
400013,18.9982,72.8275,0.1,Daniel Alexander
400075,19.0799,72.9174,0.1,James Campos
400030,19.0122,72.8219,0.1,Emily Williams
400011,18.981,72.8268,0.1,Kimberly Jones
400044,19.0633,72.9258,0.1,Doris Mcgrath
400024,19.0611,72.8792,0.1,Christopher Smith
400042,19.1338,72.9384,0.1,Antonio Norton
400051,19.0596,72.8553,0.1,Phillip Salazar
400099,19.0929,72.8654,0.1,Edward Smith
400088,19.0483,72.9288,0.1,Calvin King
400070,19.0741,72.8804,0.1,Anthony Herring
400016,19.0389,72.8421,0.1,Harry Smith
400097,19.1839,72.8584,0.1,Thomas Hill
400003,18.9532,72.8353,0.1,Andres Galloway
400027,18.9793,72.8383,0.1,Matthew Jones
400615,19.2683,72.971,0.1,Robert Jones
400070,19.0741,72.8804,0.1,Daniel Burns
400037,19.0257,72.8697,0.1,Luke Hart Jr.
400078,19.157,72.9327,0.1,Alicia Sharp
400031,19.0133,72.8549,0.1,Martin Warren
400091,19.234,72.8399,0.1,Stephen Crawford
400094,19.0359,72.9247,0.1,Colleen Bender
400040,19.0636,72.9228,0.1,Jacqueline Hester
400042,19.1338,72.9384,0.1,Phillip Stevens
400014,19.0148,72.8455,0.1,Philip Henderson Jr.
400060,19.1368,72.8579,0.1,Brian Hart
400051,19.0596,72.8553,0.1,Randy Gordon
400094,19.0359,72.9247,0.1,Mrs. Jacqueline Wood
400055,19.0804,72.8469,0.1,Jonathan Michael
400073,19.0718,72.9168,0.1,Katherine Quinn
400092,19.2327,72.7984,0.1,Shelley Lee
400045,19.0633,72.9258,0.1,Lisa Mejia
400005,18.9104,72.8198,0.1,Valerie Weaver
400085,19.0438,72.9121,0.1,Courtney Patterson
400076,19.1239,72.9094,0.1,John Fuller
400094,19.0359,72.9247,0.1,Preston Gilbert
400044,19.0633,72.9258,0.1,Brian Hayes
400094,19.0359,72.9247,0.1,Alexander Sutton
400074,19.029,72.8881,0.1,Christopher Taylor PhD
400092,19.2327,72.7984,0.1,Timothy Holland
400031,19.0133,72.8549,0.1,Jared Harvey
400052,19.0717,72.8341,0.1,David Wade
400098,19.0718,72.8615,0.1,Amanda Elliott
400004,18.958,72.8214,0.1,Trevor Miller
400052,19.0717,72.8341,0.1,Brian Brock
400083,19.1166,72.9374,0.1,Kurt Trevino
400068,19.2591,72.8338,0.1,Margaret Robertson
400039,18.9223,72.8312,0.1,Edwin Boyer
400034,18.9724,72.8148,0.1,Edward Martinez
400063,19.1648,72.8533,0.1,Brenda James
400085,19.0438,72.9121,0.1,Donna Garrett
400067,19.2072,72.8348,0.1,Alisha Collins
400004,18.958,72.8214,0.1,Susan Crane
400092,19.2327,72.7984,0.1,Stacy Hunter
400030,19.0122,72.8219,0.1,Kevin Hester
400046,19.1367,72.8109,0.1,Jessica Perry
400001,18.9385,72.8363,0.1,Matthew Brown
400015,18.9961,72.8528,0.1,Michael Cox
400050,19.0552,72.83,0.1,Christine Pierce
400100,19.0929,72.8654,0.1,Thomas Brown Jr.
400079,19.1025,72.9254,0.1,Logan Johnson
400094,19.0359,72.9247,0.1,Johnathan Wagner
400033,18.9856,72.8442,0.1,Eugene Martin
400021,18.9256,72.8242,0.1,Vincent Jacobson
400078,19.157,72.9327,0.1,John Michael
400088,19.0483,72.9288,0.1,Andrew Lewis
400082,19.1741,72.9372,0.1,Tara Martinez
400050,19.0552,72.83,0.1,Emily Chapman
400021,18.9256,72.8242,0.1,Cindy Horton
400041,19.0172,72.9398,0.1,Philip Jenkins
400017,19.0456,72.8537,0.1,William Doyle
400097,19.1839,72.8584,0.1,William Gonzales
400047,19.1246,72.8422,0.1,Billy Graham
400019,19.0269,72.8554,0.1,Courtney Richards
400007,18.9618,72.8134,0.1,Perry Villarreal
400072,19.1018,72.8904,0.1,Ashley Miller
400052,19.0717,72.8341,0.1,William Friedman
400006,18.9541,72.8004,0.1,Justin Diaz
400005,18.9104,72.8198,0.1,Chad Taylor
400091,19.234,72.8399,0.1,James Alvarado
400041,19.0172,72.9398,0.1,Charles Anthony
400033,18.9856,72.8442,0.1,Jessica Reyes
400096,19.1267,72.8767,0.1,Nathan Gordon
400058,19.1227,72.8302,0.1,Ms. Jennifer Williams
