sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota,latitude,longitude,hmap
20211100180,COMPS,Ethan Munoz,9665833512,ethanmunoz@gmail.com,M,59.47,72.61,66.6,71.01,54.92,83.76,4.56,Wesley Andrews,"Runner, broadcasting/film/video",Allison Schmidt,Microbiologist,1159456,400004,2021,communications,non-minority,18.958,72.8214,0.1
20211100181,EXTC,Timothy Stokes,9987573109,timothystokes@gmail.com,M,94.97,85.62,90.49,66.14,85.81,70.85,29.9,Zachary Myers,Corporate investment banker,Samantha Carlson,Planning and development surveyor,455447,400046,2021,finance and real estate services,non-minority,19.1367,72.8109,0.1
20211100182,MECH,Brian Mejia,9987352081,brianmejia@gmail.com,M,71.29,57.97,84.43,93.06,78.1,83.54,53.31,Mark Mayo,General practice doctor,Shelby Murphy,Dentist,1435453,400012,2021,public administrative services,non-minority,18.9995,72.8397,0.1
20211100183,MECH,Alan Hensley,7738795252,alanhensley@gmail.com,M,66.01,57.89,31.77,65.76,63.83,72.28,88.95,David Horn,"Editor, commissioning",Susan Cohen,"Engineer, petroleum",158119,400070,2021,information technology,minority,19.0741,72.8804,0.1
20211100184,COMPS,Zachary Hill,9004479900,zacharyhill@hotmail.com,M,48.78,94.94,3.23,54.68,64.11,83.59,9.09,Nicholas Murphy,Financial manager,Brianna Taylor,Quantity surveyor,174065,400048,2021,agriculture and forestry,non-minority,18.9104,72.8198,0.1
20211100185,COMPS,Donna Rodriguez,9892559282,donnarodriguez@gmail.com,F,87.14,68.44,82.86,90.87,65.85,56.05,84.71,Ronald Clark,"Engineer, civil (consulting)",Tara Kelley,"Engineer, building services",309916,400064,2021,trade transport and hotels,minority,19.1872,72.8407,0.1
20211100186,IT,Robert Reid,9967042077,robertreid@gmail.com,M,91.84,83.3,47.75,82.33,50.53,72.26,56.81,Daniel Mcclain,Emergency planning/management officer,Samantha Gates,Economist,428356,400012,2021,finance and real estate services,minority,18.9995,72.8397,0.1
20211100187,COMPS,David Cobb,9987157464,davidcobb@gmail.com,M,38.53,82.42,90.87,83.35,61.75,69.27,3.49,Joshua Dawson,Acupuncturist,Anna Williams,Bookseller,899264,400075,2021,trade transport and hotels,non-minority,19.0799,72.9174,0.1
20211100188,EXTC,Jaime Jordan,9004991978,jaimejordan@gmail.com,M,73.74,94.44,29.97,64.09,73.42,56.55,14.3,Troy Hill,Careers adviser,Jennifer Phillips,English as a foreign language teacher,1258061,400042,2021,manufacturing,non-minority,19.1338,72.9384,0.1
20211100189,COMPS,David Nielsen,8451865273,davidnielsen@gmail.com,M,79.81,63.12,80.07,94.09,99.31,64.75,22.44,Richard Franklin,Advertising account planner,Ashley Roberts,"Designer, furniture",643527,400077,2021,agriculture and forestry,non-minority,19.0779,72.9056,0.1
20211100190,EXTC,Ronald Mata Jr.,8999640389,ronaldmatajr.@yahoo.com,M,38.23,94.4,63.98,85.81,56.97,70.9,69.38,Dale Sanders,Planning and development surveyor,Diana Young,"Exhibitions officer, museum/gallery",1130808,400005,2021,communications,non-minority,18.9104,72.8198,0.1
20211100191,EXTC,Valerie Friedman,9004497317,valeriefriedman@gmail.com,F,55.06,91.98,35.41,76.15,59.56,89.66,73.2,Robert Lewis,"Lecturer, higher education",Allison Smith,Computer games developer,476417,400018,2021,manufacturing,minority,18.9985,72.8174,0.1
20211100192,EXTC,Anthony Jones,9987331726,anthonyjones@gmail.com,M,95.66,98.54,66.77,82.28,96.97,57.81,1.32,Ricky Lin,Homeopath,Jessica Perry,Research scientist (physical sciences),1261721,400013,2021,communications,minority,18.9982,72.8275,0.1
20211100193,IT,Michelle Alexander DDS,9967474442,michellealexanderdds@hotmail.com,F,78.57,79.95,37.14,94.51,70.11,73.31,44.4,Joseph Jones,Operational investment banker,Sheila Murphy,Human resources officer,427858,400014,2021,manufacturing,minority,19.0148,72.8455,0.1
20211100194,MECH,John Mcdaniel,7738642654,johnmcdaniel@gmail.com,M,65.24,90.89,65.11,91.26,95.86,79.19,86.19,Matthew Davis,Chiropractor,Shannon Cooper,Private music teacher,1314288,400034,2021,communications,minority,18.9724,72.8148,0.1
20211100195,COMPS,Shane Perez,8999375728,shaneperez@yahoo.com,M,42.3,75.16,13.11,50.39,53.26,99.69,7.02,Jeffrey Ruiz,Sub,Amy Franklin,Secondary school teacher,1115807,400055,2021,trade transport and hotels,minority,19.0804,72.8469,0.1
20211100196,COMPS,Rodney Mills Jr.,9892855129,rodneymillsjr.@yahoo.com,M,79.97,69,59.07,88.04,63.56,87.16,36.94,Tim Johnston,"Engineer, maintenance (IT)",Stephanie King,Child psychotherapist,121322,400077,2021,trade transport and hotels,non-minority,19.0779,72.9056,0.1
20211100197,COMPS,Joseph Gonzalez,8451078927,josephgonzalez@gmail.com,M,38.15,69.48,36.17,84.08,95.6,92.81,25.25,Robert Singh,Civil Service fast streamer,Elizabeth Stark,Administrator,964320,400068,2021,agriculture and forestry,minority,19.2591,72.8338,0.1
20211100198,MECH,Mark Lowe,9967687212,marklowe@gmail.com,M,88.36,74.25,73.3,75.23,96.06,78.49,80.01,Ronald Lopez,Operational researcher,Diane Thompson,Insurance account manager,384812,400071,2021,trade transport and hotels,non-minority,19.0521,72.9007,0.1
20211100199,IT,Timothy Cook,9967064167,timothycook@gmail.com,M,99.2,86.36,71.81,90.23,73.75,66.14,75.44,Nathan Oconnell,Planning and development surveyor,Angela White,"Engineer, control and instrumentation",1376968,400050,2021,constructions,non-minority,19.0552,72.83,0.1
20211100200,MECH,Jessica Walters,9892385948,jessicawalters@gmail.com,F,85.68,89.78,20.95,78.61,91.86,56.5,9.6,Terry Gardner,Academic librarian,Kathleen Howe,Site engineer,911769,400022,2021,manufacturing,non-minority,19.0426,72.8638,0.1
20211100201,EXTC,John Johnson,9987856558,johnjohnson@gmail.com,M,75.11,64.07,17.72,55.78,79.7,87.74,15.98,Kurt Washington,Editorial assistant,Stacey Johnson,Historic buildings inspector/conservation officer,1482513,400054,2021,agriculture and forestry,minority,19.082,72.8345,0.1
20211100202,IT,Anne Davis,8451967241,annedavis@gmail.com,F,84.97,89.03,47.86,89.64,62.14,76.15,83.12,Joseph Morales,Advice worker,Anna Molina,Toxicologist,305829,400078,2021,finance and real estate services,minority,19.157,72.9327,0.1
20211100203,COMPS,Chad Miller,9867919069,chadmiller@gmail.com,M,36.52,85.91,32.51,82.45,60.09,56.26,55.37,Danny Harris,Careers information officer,Shannon Bender,"Accountant, chartered",1020486,400072,2021,public administrative services,non-minority,19.1018,72.8904,0.1
20211100204,EXTC,Victoria Wilson,9892665062,victoriawilson@yahoo.com,F,60.75,65.18,16.64,57.53,86.54,67.12,38.5,Mr. Alan Huynh,"Scientist, research (medical)",Valerie Marshall,"Production assistant, radio",831158,400037,2021,agriculture and forestry,minority,19.0257,72.8697,0.1
20211100205,COMPS,Breanna Nunez,9004525118,breannanunez@gmail.com,F,60.51,60.71,40.61,61.29,79.61,55.14,77.9,Robert Freeman,Sales executive,Rachel Baker,"Scientist, clinical (histocompatibility and immunogenetics)",1319169,400039,2021,constructions,non-minority,18.9223,72.8312,0.1
20211100206,COMPS,Mr. James Duarte Jr.,9665451715,mr.jamesduartejr.@gmail.com,M,46.93,84.86,61.49,93.57,75.86,99.21,42.46,Michael Deleon,Public relations account executive,Mary Johnson,Manufacturing engineer,1258495,400041,2021,constructions,non-minority,19.0172,72.9398,0.1
20211100207,IT,Joseph Coleman,7738360547,josephcoleman@yahoo.com,M,67.96,65.17,46.15,76.36,79.59,72.37,4.16,Justin Keith,Air traffic controller,Tabitha Thompson,"Civil engineer, contracting",498357,400053,2021,agriculture and forestry,non-minority,19.1121,72.8611,0.1
20211100208,MECH,Brittany Wilson,9892170988,brittanywilson@yahoo.com,F,38.52,51.74,77.74,60.45,65.33,62.73,3.68,Richard Moore,Writer,Kimberly Dixon,Visual merchandiser,740337,400050,2021,public administrative services,minority,19.0552,72.83,0.1
20211100209,EXTC,Jennifer Conner,7738556186,jenniferconner@gmail.com,F,42.59,88.18,57.28,94.14,80.28,85.82,10.98,Christopher Lyons,Archaeologist,Jennifer Fleming,"Journalist, broadcasting",858277,400082,2021,manufacturing,minority,19.1741,72.9372,0.1
20211100210,IT,Keith Palmer,9867270876,keithpalmer@gmail.com,M,39.58,87.05,66.84,98.24,80.23,75.41,49.93,Arthur Newman,"Engineer, manufacturing systems",Rachel Callahan,"Administrator, sports",361966,400056,2021,finance and real estate services,minority,19.1045,72.8395,0.1
20211100211,EXTC,Joseph Jenkins,7738989877,josephjenkins@gmail.com,M,56.84,89.41,29.17,51.4,87.69,64.68,77.62,Steven Nichols,Air traffic controller,Heather Strong,Farm manager,1161002,400003,2021,public administrative services,minority,18.9532,72.8353,0.1
20211100212,EXTC,William Parker,9004636307,williamparker@gmail.com,M,76.11,54.63,52.65,69.73,66.6,88.99,51.24,Jorge Reed,Museum/gallery exhibitions officer,Paula Barker,Personnel officer,1301007,400064,2021,public administrative services,minority,19.1872,72.8407,0.1
20211100213,EXTC,Daniel Hill,9967686474,danielhill@yahoo.com,M,82.26,90.13,8.85,69,74.78,63.65,61.57,Johnny Bernard,Broadcast engineer,Amanda Clark,Financial risk analyst,749191,400073,2021,constructions,minority,19.0718,72.9168,0.1
20211100214,COMPS,Casey Kelley,9004018514,caseykelley@gmail.com,M,50.11,95.09,70.47,51.64,74.55,61.63,28.98,Nicholas Torres,Psychiatric nurse,Crystal Baldwin,Insurance underwriter,913707,400066,2021,agriculture and forestry,minority,19.2313,72.8635,0.1
20211100215,COMPS,Krista Medina,9665339123,kristamedina@gmail.com,F,47.21,88.88,28.21,60.48,58.44,65.39,70.9,Tyrone Jacobson,"Production assistant, radio",Jill Torres,Quantity surveyor,1407593,400009,2021,finance and real estate services,non-minority,18.9583,72.8389,0.1
20211100216,EXTC,Samuel Richards,8999519102,samuelrichards@hotmail.com,M,69.43,97.94,35.77,89.45,68.18,87.31,64.33,Adam Nelson,Amenity horticulturist,Nicole Taylor,Banker,160244,400022,2021,agriculture and forestry,minority,19.0426,72.8638,0.1
20211100217,IT,Eugene Allen,9892038297,eugeneallen@gmail.com,M,44.89,62.24,39.35,90.66,91.4,88.11,83.27,Joseph Garcia,Printmaker,Desiree Gonzales,"Therapist, speech and language",194590,400076,2021,agriculture and forestry,non-minority,19.1239,72.9094,0.1
20211100218,EXTC,Louis Miller Jr.,8451053639,louismillerjr.@gmail.com,M,40.08,91.22,61.82,76.49,79.68,61.1,84.62,Steven Wilson,Minerals surveyor,Tara Baldwin,Field trials officer,209964,400095,2021,constructions,minority,19.1888,72.8197,0.1
20211100219,COMPS,Christopher Obrien,8999968607,christopherobrien@gmail.com,M,59.39,99.44,66.01,67.82,67.91,62.49,82.47,Kenneth Davis,Public librarian,Dawn Camacho,"Civil engineer, contracting",402720,400079,2021,finance and real estate services,non-minority,19.1025,72.9254,0.1
20211100220,IT,Craig Harris,8452941495,craigharris@gmail.com,M,81.59,93.06,69.77,64.99,84.17,51.69,70.11,Kevin Walker,Interior and spatial designer,Adrienne Miller,Building services engineer,783079,400006,2021,information technology,non-minority,18.9541,72.8004,0.1
20211100221,EXTC,Jessica Hampton,9004680369,jessicahampton@gmail.com,F,84.72,85.77,26.41,94.13,92.54,98.55,82.27,Bruce Clark,Lawyer,Anita Cherry,Astronomer,1236442,400011,2021,finance and real estate services,non-minority,18.981,72.8268,0.1
20211100222,COMPS,Linda Christensen,9967693087,lindachristensen@gmail.com,F,65.98,86.77,16.61,82.86,79.64,79.14,58.65,Christopher Acevedo,Scientific laboratory technician,Claudia Robbins,Public house manager,1118956,400076,2021,manufacturing,non-minority,19.1239,72.9094,0.1
20211100223,IT,Nathaniel Becker,9867595061,nathanielbecker@yahoo.com,M,48.82,56.85,15.25,78.8,82.59,74.34,8.13,Thomas Ayala,"Administrator, sports",Kelly Trujillo,Software engineer,1085093,400071,2021,manufacturing,minority,19.0521,72.9007,0.1
20211100224,EXTC,Sonya Luna,8454850941,sonyaluna@gmail.com,F,95.84,91.75,68.96,83.77,62.03,85.29,18.86,Patrick Conner,"Journalist, broadcasting",Jennifer Vargas,Wellsite geologist,838074,400015,2021,communications,minority,18.9961,72.8528,0.1
20211100225,MECH,Jason Thompson,9967382273,jasonthompson@gmail.com,M,92.22,82.02,31.11,90.03,82.22,98.35,6.3,Jeremy Wilson,Broadcast engineer,Megan Butler,"Psychologist, counselling",1038589,400007,2021,finance and real estate services,non-minority,18.9618,72.8134,0.1
20211100226,EXTC,Joshua Graham,9987099879,joshuagraham@gmail.com,M,44.04,54.46,3.49,90.58,62.48,95.66,41.58,Paul Osborne,Exhibition designer,Elizabeth Lucas,Financial manager,294019,400021,2021,finance and real estate services,non-minority,18.9256,72.8242,0.1
20211100227,COMPS,Carolyn Ortega,8454845157,carolynortega@hotmail.com,F,79.47,84.24,96.62,64.99,66.97,78.43,67.97,Noah Harvey,Product manager,Katherine Miller,"Journalist, magazine",213707,400026,2021,information technology,minority,18.9706,72.8095,0.1
20211100228,COMPS,Leonard Carter,9665074575,leonardcarter@gmail.com,M,45.71,55.48,60.81,54.59,57.75,94.59,44.1,Harry Wong,Site engineer,April Estes,"Engineer, water",970312,400098,2021,communications,non-minority,19.0718,72.8615,0.1
20211100229,EXTC,Brittany Padilla,8999358999,brittanypadilla@gmail.com,F,93.89,85.58,67.28,60.52,91.66,96.78,66.03,Scott Salazar,"Clinical scientist, histocompatibility and immunogenetics",Chloe Martinez,Brewing technologist,939843,400034,2021,agriculture and forestry,non-minority,18.9724,72.8148,0.1
20211100230,MECH,Frank Gamble,7738550200,frankgamble@yahoo.com,M,84.34,93.16,99.55,81.6,86.26,74.47,47.12,Richard David,"Engineer, maintenance (IT)",Nancy Gonzalez,"Nurse, learning disability",763551,400050,2021,finance and real estate services,minority,19.0552,72.83,0.1
20211100231,IT,Steven Butler,9967259419,stevenbutler@gmail.com,M,85.24,84.58,33.2,86.38,88.5,83.42,36.73,Craig Perez,Sports development officer,Stephanie Daniels,Film/video editor,399042,400098,2021,finance and real estate services,non-minority,19.0718,72.8615,0.1
20211100232,IT,James Montgomery,8999196124,jamesmontgomery@gmail.com,M,87.97,80.95,11.52,64.7,95.43,73.46,2.72,Matthew Peters,Learning mentor,Vanessa Brown,"Nurse, learning disability",629008,400039,2021,finance and real estate services,minority,18.9223,72.8312,0.1
20211100233,IT,Tyler Nunez,9004550702,tylernunez@yahoo.com,M,63.49,78.45,49.75,69.29,75.6,94.64,73.61,Nicolas Barrett,Land,Dana Reynolds,Clinical research associate,1167501,400050,2021,public administrative services,minority,19.0552,72.83,0.1
20211100234,EXTC,Thomas Sims,9892393711,thomassims@gmail.com,M,99.04,97.89,76.68,98.12,54.42,66.28,33.89,Randall Long,"Therapist, horticultural",Christine Conner,Holiday representative,481829,400074,2021,communications,non-minority,19.029,72.8881,0.1
20211100235,EXTC,Brian Anderson,9987554199,briananderson@yahoo.com,M,94.2,93.27,28.62,55.75,96.81,61.9,46.86,David Nguyen,Financial risk analyst,Donna Nguyen,Transport planner,1268549,400019,2021,communications,non-minority,19.0269,72.8554,0.1
20211100236,IT,Jonathan Johnson,9665239420,jonathanjohnson@yahoo.com,M,59.03,52.49,49.93,72.25,59.43,90.62,47.62,Ryan Brooks,Architect,Terri Cantu,Charity fundraiser,1426838,400101,2021,finance and real estate services,minority,19.2059,72.8661,0.1
20211100237,EXTC,David Allen,8999739462,davidallen@gmail.com,M,61.11,89.02,46.59,59.32,58.36,74.98,9.25,Brian Fuller,Academic librarian,Colleen Griffith,Armed forces training and education officer,1382871,400096,2021,agriculture and forestry,minority,19.1267,72.8767,0.1
20211100238,IT,Jordan Mcfarland,7738161806,jordanmcfarland@gmail.com,M,94.9,83.33,96.42,96.14,82.08,72.85,37.79,Mark Evans,Armed forces operational officer,Jessica Campbell,Commercial/residential surveyor,1368302,400077,2021,manufacturing,non-minority,19.0779,72.9056,0.1
20211100239,EXTC,Ryan Walls,9004943769,ryanwalls@gmail.com,M,81.97,76.71,86.51,68.38,58.33,77.02,43.06,Anthony Cooper,Contracting civil engineer,Sandra Byrd,Cabin crew,865840,400017,2021,finance and real estate services,non-minority,19.0456,72.8537,0.1
20211100240,IT,Julia Tucker,9004872728,juliatucker@gmail.com,F,81.54,67.99,58.61,95.68,88.55,93.71,31.71,Brett Chen,Architect,Crystal Williams,Contractor,298669,400085,2021,manufacturing,non-minority,19.0438,72.9121,0.1
20201100001,IT,Evan Krueger,8451933907,evankrueger@gmail.com,M,63.1,64.68,3.44,89.52,83.91,64.36,50.81,William Jackson,Environmental health practitioner,Shirley Cunningham,Counselling psychologist,963260,400086,2020,trade transport and hotels,non-minority,19.0893,72.9078,0.1
20201100002,MECH,Robert Watson,9967816938,robertwatson@yahoo.com,M,72.22,91.02,74.67,70.42,65.26,65.88,65.34,Paul Roberts,"Librarian, public",Ruth Burke,Adult nurse,147871,400087,2020,agriculture and forestry,non-minority,19.1391,72.8956,0.1
20201100003,COMPS,Jessica Clark,9665435977,jessicaclark@gmail.com,M,46.44,82.02,11.55,96.13,53.63,61.12,20.21,Patrick Parrish,Advertising account planner,Victoria Hernandez,"Development worker, international aid",764636,400081,2020,agriculture and forestry,minority,19.1661,72.9646,0.1
20201100004,IT,Darryl Gay,9987637134,darrylgay@gmail.com,M,43.84,76.82,43.1,51.15,70.4,70.47,31.07,Brian Lopez,"Psychologist, educational",Deborah Smith,"Administrator, arts",210838,400101,2020,information technology,minority,19.2059,72.8661,0.1
20201100005,COMPS,Eric Walker,9892344830,ericwalker@yahoo.com,M,89.56,73.95,2.9,52.67,70.08,74.1,23.25,John Bartlett,Camera operator,Charlene May,Advertising account executive,816032,400004,2020,communications,non-minority,18.958,72.8214,0.1
20201100006,COMPS,Joseph Green,9967570702,josephgreen@gmail.com,F,54.23,51.06,23.87,80.46,56.89,65.88,87.99,Mr. Andrew Hamilton MD,Archivist,Donna Black MD,Senior tax professional/tax inspector,839808,400003,2020,agriculture and forestry,minority,18.9532,72.8353,0.1
20201100007,IT,Thomas Brown,9867139770,thomasbrown@gmail.com,M,70.28,89.41,18.81,62.65,50.24,76.6,72.69,Gregory Lawrence,"Lighting technician, broadcasting/film/video",Tiffany Edwards,"Horticulturist, amenity",1123972,400002,2020,constructions,non-minority,18.9484,72.8259,0.1
20201100008,IT,Aaron Ayala,9867224736,aaronayala@gmail.com,F,43.36,64.93,98.04,55.25,86,68.14,88.2,John Fisher,Nature conservation officer,Tammy Reyes,"Therapist, drama",271497,400023,2020,manufacturing,minority,18.9321,72.8323,0.1
20201100009,IT,Patrick Woods,9665048208,patrickwoods@gmail.com,M,54.53,75.58,82.56,85.2,92.06,58.37,75.28,Patrick Morgan,"Research officer, government",Donna Cordova,"Administrator, Civil Service",582144,400041,2020,public administrative services,non-minority,19.0172,72.9398,0.1
20201100010,IT,Steven Lawrence,9892068108,stevenlawrence@yahoo.com,M,43.46,60.73,94.61,93.74,79.74,78.4,2.42,Ethan Johnston,Music tutor,Tracy Gonzalez,Patent examiner,410731,400052,2020,communications,non-minority,19.0717,72.8341,0.1
20201100011,IT,Katie Becker,9867197046,katiebecker@gmail.com,F,52.14,71.95,75.85,50.22,62.43,70.42,61.44,Jeffrey Murphy,"Designer, interior/spatial",Ashley Howard,Leisure centre manager,1111541,400090,2020,manufacturing,non-minority,19.1629,72.8353,0.1
20201100012,IT,Jeffrey Beasley,8999182190,jeffreybeasley@gmail.com,F,38.81,96.28,41.36,50.57,98.57,73.68,64.82,Frank Moore,"Optician, dispensing",Regina Ali,Human resources officer,769349,400073,2020,finance and real estate services,non-minority,19.0718,72.9168,0.1
20201100013,EXTC,Bradley Lee,9892542648,bradleylee@gmail.com,F,60.94,87.54,3.18,97.41,54.51,71.81,11.12,Kevin Weiss,"Clinical scientist, histocompatibility and immunogenetics",Nancy Hensley,"Designer, furniture",556055,400064,2020,communications,non-minority,19.1872,72.8407,0.1
20201100014,IT,Mike Thompson,9987015197,mikethompson@gmail.com,F,63.09,93.14,93.32,75.6,84.99,91.03,9.99,Randy Hall,Data scientist,Rhonda Haney,"Engineer, electronics",155528,400091,2020,communications,non-minority,19.234,72.8399,0.1
20201100015,MECH,James Green,9892353148,jamesgreen@gmail.com,F,99.63,92.9,94.85,60.54,91.96,95.09,29.97,Jordan Schmidt,Occupational therapist,Paula Sullivan,Textile designer,169610,400080,2020,communications,minority,19.1721,72.9483,0.1
20201100016,COMPS,William Payne,9004311181,williampayne@gmail.com,M,51.96,82.46,64.07,96.89,56.25,85.67,24.97,William Martin,Press sub,Annette Romero,Occupational therapist,770714,400009,2020,manufacturing,minority,18.9583,72.8389,0.1
20201100017,COMPS,Antonio Hawkins,8452930867,antoniohawkins@gmail.com,M,88.25,94.02,55.56,71.49,77.91,67.58,64.06,Mark Odonnell,Insurance claims handler,Briana Sanders,"Designer, ceramics/pottery",1142385,400026,2020,public administrative services,non-minority,18.9706,72.8095,0.1
20201100018,IT,David Alvarez,8999054119,davidalvarez@gmail.com,F,81.45,87.59,78.3,79.08,60.83,79.29,45.55,Jeremy Gonzales,Government social research officer,Elizabeth Travis,Museum/gallery curator,1323986,400079,2020,manufacturing,non-minority,19.1025,72.9254,0.1
20201100019,IT,Brittany Scott,9004715478,brittanyscott@gmail.com,M,71.04,51.96,97.01,95.78,50.52,69.72,45.07,William Simmons,Politician's assistant,Kimberly Reed,International aid/development worker,1240949,400046,2020,information technology,minority,19.1367,72.8109,0.1
20201100020,EXTC,Traci Valencia,8999183112,tracivalencia@gmail.com,F,85.72,77.91,55.12,95.91,90.23,85.49,25.88,Matthew Duncan,Land,Cynthia Cantrell,Medical sales representative,346613,400035,2020,agriculture and forestry,non-minority,18.9417,72.7936,0.1
20201100021,COMPS,Mary Mendez,7738547307,marymendez@gmail.com,M,87.24,57,68.64,97.43,59.08,72.97,79.12,Christopher Hunt,IT trainer,Ashley Koch,Charity fundraiser,572522,400097,2020,public administrative services,minority,19.1839,72.8584,0.1
20201100022,MECH,Megan Tate,9867675840,megantate@gmail.com,M,90.53,60.86,62.79,62.63,77.96,73.53,68.89,Joseph Lopez,Maintenance engineer,Kimberly Cooper,Mining engineer,750232,400031,2020,information technology,non-minority,19.0133,72.8549,0.1
20201100023,COMPS,Elizabeth Moore,8999139765,elizabethmoore@gmail.com,M,83.9,58.07,35.31,67.1,91.51,80.3,30.49,Thomas Castro,Soil scientist,Norma Brown,Writer,410731,400003,2020,finance and real estate services,non-minority,18.9532,72.8353,0.1
20201100024,IT,Alexis Griffin,9967380380,alexisgriffin@yahoo.com,M,90.96,55.99,63.04,79.6,50.4,58.07,42.37,Patrick Wright,Plant breeder/geneticist,Courtney Mccarthy,"Research officer, political party",129562,400056,2020,communications,minority,19.1045,72.8395,0.1
20201100025,IT,Douglas Thomas,9867386478,douglasthomas@gmail.com,M,43.12,57.11,88.38,92.53,64.69,93.29,25.35,Ronald Burns,"Teacher, early years/pre",Angela Hernandez,Training and development officer,1092056,400079,2020,public administrative services,non-minority,19.1025,72.9254,0.1
20201100026,EXTC,Gavin Robinson,9892293797,gavinrobinson@gmail.com,M,73.73,60.58,36.79,70.43,92.71,83.13,17.49,Jeffrey Arias,Prison officer,Stacey Paul,Arts development officer,911691,400055,2020,manufacturing,non-minority,19.0804,72.8469,0.1
20201100027,IT,Micheal Harrison,9987445016,michealharrison@gmail.com,F,52.1,74.31,45.88,83.23,59.55,69.57,58.02,Aaron Jones,Neurosurgeon,Karen Valdez,"Programmer, applications",310183,400036,2020,information technology,minority,18.9625,72.805,0.1
20201100028,EXTC,Ricardo Castillo,9967075928,ricardocastillo@yahoo.com,M,35.95,57.85,73.54,79.66,83.08,68.14,25.27,Troy Dunn,Garment/textile technologist,Kerry Ruiz,Chartered legal executive (England and Wales),1000736,400007,2020,agriculture and forestry,non-minority,18.9618,72.8134,0.1
20201100029,COMPS,James Garner,9867731043,jamesgarner@gmail.com,F,61.03,90.62,31.01,61.88,58.33,70.64,21.15,Christopher Graham,Games developer,Lisa Gonzalez,Science writer,1408969,400060,2020,public administrative services,minority,19.1368,72.8579,0.1
20201100030,IT,Aaron Daniels,9892210955,aarondaniels@yahoo.com,F,45.55,75.3,28.41,58.26,89.82,85.59,53.04,Timothy Roberts,Architect,Shannon Thomas DVM,"Teacher, music",177219,400021,2020,agriculture and forestry,non-minority,18.9256,72.8242,0.1
20201100031,EXTC,Charles Williams,9867296787,charleswilliams@gmail.com,M,80.51,52.43,48.76,50.47,50.51,63.18,48.25,Jacob Roberts,Special educational needs teacher,Mrs. Jennifer Mitchell,Market researcher,1137825,400084,2020,information technology,minority,19.0976,72.9032,0.1
20201100032,COMPS,Anthony Lee,9892067642,anthonylee@gmail.com,M,50.14,73.55,46.07,84.03,80.22,63.12,30.95,Jacob Rice,Hydrogeologist,Kimberly Robinson,Corporate treasurer,398985,400035,2020,constructions,minority,18.9417,72.7936,0.1
20201100033,EXTC,Timothy Lambert,9967662834,timothylambert@hotmail.com,M,36.47,74.25,23.24,83.53,54.73,66.46,40.72,Jason Harvey,Tourist information centre manager,Kristine Davis,Communications engineer,1493116,400067,2020,manufacturing,minority,19.2072,72.8348,0.1
20201100034,EXTC,Marcia Thomas,7738762045,marciathomas@gmail.com,M,93.09,70.91,95.13,65.19,81.67,83.74,50.45,Robert Hughes,Patent examiner,Elizabeth Rowe,"Radiographer, diagnostic",366565,400027,2020,manufacturing,non-minority,18.9793,72.8383,0.1
20201100035,IT,Brittany Smith,7738097935,brittanysmith@gmail.com,F,60.51,85.95,43.53,91.79,79.31,90.64,43.56,Brent Bautista,Air traffic controller,Angela Burns,"Administrator, sports",1283271,400044,2020,constructions,minority,19.0633,72.9258,0.1
20201100036,COMPS,Benjamin Norton,9004020502,benjaminnorton@yahoo.com,M,74.11,56.91,15.86,52.31,63.66,69.36,59.05,Tyler Barker,Camera operator,Erin Clements,Data processing manager,998744,400069,2020,public administrative services,non-minority,19.1178,72.8737,0.1
20201100037,EXTC,Frances Russell,9892888430,francesrussell@gmail.com,F,54.85,81.06,34.44,58.04,50.14,51.91,81.02,Mark Fox,"Surveyor, planning and development",Misty Greene,Environmental manager,1385251,400085,2020,information technology,non-minority,19.0438,72.9121,0.1
20201100038,IT,Anita Love,8999411742,anitalove@gmail.com,F,98.52,96.38,54.12,55.97,61.87,97.68,1.97,David Stuart,Paramedic,Heather Stewart,Government social research officer,1351476,400088,2020,communications,non-minority,19.0483,72.9288,0.1
20201100039,IT,Joseph Holt,7738785473,josephholt@gmail.com,F,63.47,86.53,6.34,69.71,89.32,70.2,27.16,Justin Nguyen,"Administrator, Civil Service",Chelsea Cross,"Designer, blown glass/stained glass",1215145,400061,2020,constructions,minority,19.1427,72.8053,0.1
20201100040,EXTC,Mark Romero,9004084280,markromero@hotmail.com,M,46.4,89.4,29.1,73.57,60.4,63.02,15.01,William Russell,"Production assistant, television",Amanda Bates,Retail manager,1375292,400071,2020,public administrative services,minority,19.0521,72.9007,0.1
20201100041,IT,Joshua West,9892311365,joshuawest@gmail.com,M,84.61,63.76,85.8,85.3,99.19,90.81,31.44,Shane Singh,"Merchandiser, retail",Emily Clark,"Administrator, Civil Service",574502,400017,2020,information technology,minority,19.0456,72.8537,0.1
20201100042,EXTC,Roger Young,9004681983,rogeryoung@yahoo.com,M,93.59,94.62,46.08,87.86,65.17,62.1,35.05,Matthew Munoz,Advertising copywriter,Kelly Garcia,Special educational needs teacher,630261,400047,2020,finance and real estate services,non-minority,19.1246,72.8422,0.1
