sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode
20211100132,COMPS,Mary Cabrera,9967714923,marycabrera@gmail.com,F,85.75,70.73,59.11,93.46,78.69,57.32,81.57,David Wilson,Clinical research associate,Ashley Harrison,Tax adviser,1479278,400100
20211100133,COMPS,Katie Fowler,9892632857,katiefowler@gmail.com,F,93.2,94.09,39.14,95.99,87.71,82.46,64.78,Joseph Johnson,Technical sales engineer,Erica Singh,"Engineer, civil (contracting)",1245494,400095
20211100134,EXTC,Michael Fisher,9665998127,michaelfisher@gmail.com,M,45.29,55.97,89.37,94.7,88.13,81.18,52.76,Patrick Walters,Clinical psychologist,Theresa Smith,Magazine features editor,954294,400044
20211100135,EXTC,Stephen Barnett,9867723244,stephenbarnett@gmail.com,M,76.44,68.07,50.81,51.11,87.61,85.12,38.07,Maurice Martin,Licensed conveyancer,Mary Melendez,Music tutor,105642,400082
20211100136,COMPS,Colleen Patton,9987875133,colleenpatton@gmail.com,F,36.26,70.73,80.29,83.79,64.75,94.41,60.83,Eric Rivera,Economist,Bianca Leblanc,"Designer, television/film set",1059371,400036
20211100137,IT,Kelly Mcdonald,8451044331,kellymcdonald@yahoo.com,F,87.35,92.38,74.99,94.77,88.12,71.56,12.33,Edward Hawkins,Bonds trader,Amanda Castaneda,Mechanical engineer,854070,400102
20211100138,MECH,Jacob Fowler,8454889734,jacobfowler@gmail.com,M,67.7,86.84,80.84,80.98,96.45,92.61,69.66,David Joyce,IT consultant,Linda Lucas,Patent examiner,110483,400096
20211100139,EXTC,Janet Washington,9665236575,janetwashington@yahoo.com,F,63.55,65.31,90.66,89.32,59.0,57.91,88.98,Eugene Rhodes,Press sub,Tiffany Banks,Careers information officer,615912,400046
20211100140,EXTC,Jason Howell,9665578412,jasonhowell@gmail.com,M,90.76,82.81,87.73,90.64,55.3,82.62,79.28,Charles Carpenter,"Development worker, community",Teresa Patterson,"Biochemist, clinical",719040,400004
20211100141,IT,David Cruz,8999975086,davidcruz@hotmail.com,M,49.97,76.83,52.79,62.91,60.28,57.67,89.79,David Hampton,Public affairs consultant,Michele Lewis,"Teacher, English as a foreign language",260772,400099
20211100142,MECH,Christopher Bailey,8451052363,christopherbailey@gmail.com,M,74.55,65.85,92.19,74.57,53.11,75.66,62.75,Danny Campbell,"Teacher, special educational needs",Kelly Grant,Financial risk analyst,921363,400071
20211100143,COMPS,Mark Roberts,9004464595,markroberts@gmail.com,M,41.12,51.53,47.12,79.41,93.84,81.58,26.84,William Miller,"Restaurant manager, fast food",Stephanie Sanders,Forensic psychologist,1307055,400070
20211100144,COMPS,Vanessa Grant,9867156730,vanessagrant@yahoo.com,F,58.79,60.83,66.34,55.29,82.12,91.1,40.82,Ryan Callahan,Analytical chemist,Anna King,"Journalist, broadcasting",820235,400033
20211100145,IT,Michael Quinn,9892451879,michaelquinn@gmail.com,M,44.74,51.05,77.06,65.13,70.71,96.68,86.38,Charles Fitzgerald,Jewellery designer,Alicia Hopkins,"Copywriter, advertising",1219325,400064
20211100146,EXTC,Laura Johnson,9987094320,laurajohnson@gmail.com,F,73.73,75.6,75.52,89.17,93.64,57.73,81.28,John Yoder,Health and safety inspector,Angela Dean,Chartered public finance accountant,664726,400036
20211100147,IT,Nathan Boyd,9004074467,nathanboyd@gmail.com,M,99.1,79.99,32.12,74.1,50.48,92.85,5.87,John Evans,Health visitor,Nicole Jenkins,"Psychologist, clinical",927140,400093
20211100148,IT,Eric Vargas,9967399492,ericvargas@gmail.com,M,65.44,66.74,12.41,92.22,93.77,74.36,48.01,Justin Pugh,Patent attorney,Jordan Bolton,IT technical support officer,1294624,400044
20211100149,COMPS,Phillip Cardenas,9665574222,phillipcardenas@gmail.com,M,48.67,98.1,66.16,89.27,67.8,92.69,37.77,Daniel Jones,Geoscientist,Julie Chan,Patent attorney,667594,400006
20211100150,EXTC,Katherine Kemp,8450935148,katherinekemp@gmail.com,F,36.72,87.51,9.37,91.38,92.13,77.36,68.69,Frank Stewart,Museum/gallery conservator,Martha Martinez,Forensic scientist,604911,400040
20211100151,MECH,Colin Evans,9867160702,colinevans@gmail.com,M,91.43,51.4,98.25,66.14,61.77,59.02,12.62,Dean Hernandez,Quality manager,Sara Jenkins,Television/film/video producer,1188459,400034
20211100152,COMPS,Audrey Best,9004669341,audreybest@hotmail.com,F,41.72,78.87,60.04,56.55,59.09,76.65,76.9,William Cruz,Management consultant,Erica Medina,Physiotherapist,233768,400005
20211100153,EXTC,William Lindsey,9867079193,williamlindsey@gmail.com,M,69.39,55.62,14.29,92.91,76.67,86.99,87.47,Michael Saunders,Licensed conveyancer,Rebecca Burton,Forensic scientist,246269,400018
20211100154,MECH,Dr. Elizabeth Beard,9967067031,dr.elizabethbeard@yahoo.com,F,70.77,90.56,66.86,99.53,77.73,83.51,62.6,Mark Riggs,IT technical support officer,Sarah Mann,Investment analyst,691464,400065
20211100155,EXTC,Todd Moore,7738628537,toddmoore@yahoo.com,M,63.81,75.86,24.87,84.31,97.92,83.05,68.26,Kevin Myers,Merchant navy officer,Courtney Nguyen,Colour technologist,851889,400044
20211100156,EXTC,Paul Burns,8999751567,paulburns@gmail.com,M,86.33,62.74,20.79,51.11,90.91,63.03,67.86,Jon Moss,Software engineer,Deanna Pittman,Television/film/video producer,577281,400033
20211100157,COMPS,Sandra Phelps,7738242824,sandraphelps@gmail.com,F,54.22,61.44,72.83,80.14,80.22,53.7,29.09,Rickey Meza,"Civil engineer, consulting",Michelle Anderson,Publishing copy,751574,400036
20211100158,COMPS,Matthew Stevens,7738148295,matthewstevens@gmail.com,M,43.55,68.36,48.18,66.8,56.07,99.0,1.61,Patrick Taylor,Print production planner,Danielle Ramirez,Health service manager,914374,400008
20211100159,MECH,Joseph Walters,9004653012,josephwalters@gmail.com,M,96.66,97.21,9.4,94.37,90.36,67.88,3.71,Andrew Smith,Chief Marketing Officer,Stephanie Gray,Water quality scientist,970322,400096
20211100160,COMPS,Eduardo Bright,9665627829,eduardobright@gmail.com,M,84.12,85.79,57.44,52.87,75.23,57.84,18.95,Kevin Miller,Retail banker,Monique Dixon,Professor Emeritus,792278,400092
20211100161,EXTC,Ronald Harper,9892298269,ronaldharper@yahoo.com,M,58.77,62.12,23.14,99.28,96.25,50.66,59.33,Adam Gregory,"Investment banker, corporate",Rebecca Flowers,Estate agent,314801,400081
20211100162,EXTC,William Potter,9967981837,williampotter@gmail.com,M,92.55,80.81,71.69,71.73,77.42,62.6,89.19,David Jackson,"Conservator, museum/gallery",Mackenzie Duran,Fish farm manager,670364,400018
20211100163,EXTC,Gregory Brown,9867958507,gregorybrown@gmail.com,M,35.35,91.04,84.17,53.04,79.29,64.02,66.32,Noah Brown,Chief Operating Officer,Kristina Caldwell,Fish farm manager,544469,400028
20211100164,IT,Tricia Rivera,9892459382,triciarivera@gmail.com,F,90.39,92.83,46.63,52.7,87.86,81.6,31.03,Matthew Guerra,Financial risk analyst,Terri Miller,Leisure centre manager,1288636,400092
20211100165,EXTC,Kenneth Spencer,9892179647,kennethspencer@yahoo.com,M,35.45,80.62,37.89,70.82,82.34,73.29,47.88,Michael Francis,"Sound technician, broadcasting/film/video",Brittany Hamilton,"Psychologist, counselling",955352,400074
20211100166,MECH,John Morgan,9665610698,johnmorgan@gmail.com,M,80.75,90.89,93.16,71.79,87.68,77.05,30.07,Nathan Fisher,"Engineer, electronics",Brianna Kim,Telecommunications researcher,362560,400001
20211100167,EXTC,Robert Beard,9867944076,robertbeard@gmail.com,M,87.29,52.03,60.01,79.8,83.85,52.83,29.63,Andrew Estrada,Accommodation manager,Sandra Valenzuela,Tourism officer,1011364,400029
20211100168,COMPS,Danielle Morgan,9987249180,daniellemorgan@gmail.com,F,53.24,75.66,71.18,50.79,67.48,51.51,29.02,Brian Rhodes,Recruitment consultant,Ashley Washington,"Pharmacist, hospital",1047429,400039
20211100169,EXTC,Valerie Allen,9892586222,valerieallen@gmail.com,F,54.16,73.36,68.04,51.7,63.81,80.08,87.01,James Gonzalez,Field trials officer,Lisa Simmons,International aid/development worker,1169048,400071
20211100170,COMPS,Kaitlyn Watson,9967936923,kaitlynwatson@gmail.com,F,59.85,85.74,21.45,73.13,60.66,60.05,87.73,John Brown,Retail manager,Nancy Rogers,Insurance risk surveyor,748001,400011
20211100171,IT,Jessica Schultz,9665259704,jessicaschultz@gmail.com,F,88.83,91.32,41.4,75.23,78.4,74.65,73.56,Kenneth Long,"Engineer, water",Valerie Taylor,Medical sales representative,1012209,400008
20211100172,EXTC,Donald Montgomery,9967392344,donaldmontgomery@gmail.com,M,69.55,53.62,83.52,81.34,57.47,61.92,69.73,Robert Mata,Theme park manager,Sandra Hill,"Doctor, hospital",1014512,400008
20211100173,COMPS,John Lee,9987059042,johnlee@gmail.com,M,62.34,62.8,73.13,66.52,88.74,73.62,10.9,David Jordan,"Programmer, applications",Elizabeth Snyder,Multimedia programmer,900607,400006
20211100174,IT,Raymond Ramirez,8452023228,raymondramirez@gmail.com,M,39.74,73.82,4.32,62.41,98.82,60.15,11.1,Daniel Ingram,Advice worker,Kimberly Manning,Mechanical engineer,297114,400024
20211100175,MECH,Gabrielle Bryant,9892110728,gabriellebryant@gmail.com,F,38.59,88.97,82.41,85.69,87.71,90.79,76.2,David Tran PhD,"Engineer, petroleum",Mrs. Angel Snyder,Technical author,797214,400050
20211100176,MECH,Robert Cobb,9892916626,robertcobb@gmail.com,M,42.87,73.44,0.61,77.17,82.53,61.92,22.64,Aaron Smith,Optometrist,Christine Parrish,Theatre stage manager,1463818,400038
20211100177,EXTC,Karen Mathews,9867425940,karenmathews@gmail.com,F,62.61,97.27,13.01,97.5,67.87,87.45,49.58,Joshua Knight,Equality and diversity officer,Angela Byrd,Professor Emeritus,1077120,400030
20211100178,IT,Brian Moore,7738877616,brianmoore@yahoo.com,M,57.99,90.58,65.25,94.61,83.5,64.48,6.49,Jacob Black II,Quantity surveyor,Rebecca Robinson,Museum/gallery exhibitions officer,1208651,400009
20211100179,MECH,Blake Jones,9004695117,blakejones@yahoo.com,M,55.33,56.54,14.0,55.7,57.24,68.69,32.29,Aaron Johnston,"Engineer, production",Paige Carter,"Geneticist, molecular",448575,400004
20211100180,EXTC,Michael Thomas,9967668530,michaelthomas@gmail.com,M,98.68,78.7,7.43,99.27,55.56,77.7,36.07,Larry Leach,Academic librarian,Gloria King,Clothing/textile technologist,1218004,400081
20211100181,EXTC,Sarah Miles,9867352278,sarahmiles@gmail.com,F,96.07,79.61,15.36,73.76,98.48,56.26,65.23,Jason Pham,"Production designer, theatre/television/film",Christy Page,"Loss adjuster, chartered",1285815,400066
20211100182,MECH,Joshua White,9892266577,joshuawhite@gmail.com,M,84.44,89.77,25.64,50.13,55.66,94.61,15.24,Timothy Davis,Garment/textile technologist,Morgan Kelly,"Surveyor, insurance",237776,400059
20211100183,COMPS,Elizabeth Ayala,9004781608,elizabethayala@gmail.com,F,65.52,67.07,58.8,61.83,76.58,56.51,20.96,Martin Preston,Industrial/product designer,Stephanie Williamson,Structural engineer,1385521,400070
20211100184,IT,Amanda Francis,8452846469,amandafrancis@gmail.com,F,58.53,65.67,92.8,56.29,57.68,64.69,11.71,Mark Bennett,"Surveyor, insurance",Alejandra Sanchez,Research scientist (maths),972864,400100
20211100185,COMPS,Taylor Bryant,8999255594,taylorbryant@yahoo.com,M,62.06,97.48,82.39,51.52,63.34,98.18,49.65,Robert Phillips,Actuary,Martha Bradshaw,Environmental health practitioner,1325378,400072
20211100186,COMPS,Nicholas Phelps,7738033093,nicholasphelps@gmail.com,M,39.69,89.71,97.66,66.39,88.5,96.5,44.25,Brett Hurley,"Development worker, international aid",Laura Petty,Financial trader,256142,400041
20211100187,EXTC,Gabrielle Lin,9892656653,gabriellelin@yahoo.com,F,99.44,97.65,89.69,92.79,83.25,96.89,60.56,Charles Hudson,Accounting technician,Rebecca Dougherty,Dramatherapist,647166,400032
20211100188,COMPS,Denise Gregory,9967568083,denisegregory@yahoo.com,F,66.63,51.75,22.37,84.47,52.07,78.17,9.12,Christopher Pratt,Control and instrumentation engineer,Gina Green,"Administrator, Civil Service",1152043,400096
20211100189,MECH,Mr. Steven Shaw,9967319259,mr.stevenshaw@gmail.com,M,95.44,59.06,81.23,87.27,59.83,98.12,87.99,Sean Smith,Stage manager,Lauren Castro,Print production planner,399224,400087
20211100190,IT,Jennifer Reynolds,9004257129,jenniferreynolds@gmail.com,F,58.33,80.16,76.24,94.26,65.4,80.85,31.0,Mr. Brandon Nolan II,Air cabin crew,Misty Suarez,Nutritional therapist,576928,400076
20211100191,IT,Zachary White,9867533653,zacharywhite@yahoo.com,M,58.01,92.08,61.11,88.76,79.82,71.79,23.68,Andrew Cortez,Petroleum engineer,Kaylee Mccormick,Chartered loss adjuster,1419431,400101
20211100192,MECH,Henry Haley,9987986269,henryhaley@gmail.com,M,56.32,70.17,36.89,97.07,69.4,52.3,85.63,Leonard King DDS,"Journalist, newspaper",Alexis Nguyen,Ergonomist,749769,400028
20211100193,IT,Dr. Jennifer Edwards,9004561010,dr.jenniferedwards@gmail.com,F,69.63,97.61,36.65,74.66,90.13,72.95,15.48,Dr. Jeffrey Smith,Communications engineer,Elizabeth Michael,Drilling engineer,1402617,400043
20211100194,COMPS,Amanda Andrews,8451893027,amandaandrews@gmail.com,F,56.62,77.96,31.8,90.64,74.35,78.76,67.25,Travis Mack,Personnel officer,Jaime Contreras,"Embryologist, clinical",1472755,400047
20211100195,COMPS,Jessica Miller,9892242545,jessicamiller@gmail.com,F,91.35,79.36,57.89,63.51,81.54,82.35,38.37,Scott Brewer,Theatre manager,Stephanie Neal,Contracting civil engineer,581258,400062
20211100196,MECH,David Williams,9967213154,davidwilliams@gmail.com,M,90.74,54.65,28.95,85.22,56.04,84.54,66.79,Jeffrey Graham,Comptroller,Susan Hughes,Leisure centre manager,424297,400004
20211100197,COMPS,Mark Brown,8451046262,markbrown@gmail.com,M,45.8,92.86,9.57,87.54,97.95,87.29,38.13,Gregory Wallace,Retail manager,Tracy Jackson,"Designer, furniture",1465586,400009
20211100198,COMPS,Jonathan Lewis,9867131545,jonathanlewis@gmail.com,M,64.72,53.88,32.9,95.0,52.23,96.03,35.2,Devin Ross,"Engineer, broadcasting (operations)",Christina Kelly MD,Visual merchandiser,382583,400084
20211100199,EXTC,Jessica Gonzalez,8999097562,jessicagonzalez@gmail.com,F,76.79,96.95,98.85,59.23,75.87,58.1,89.95,Christopher Cruz,Patent attorney,Tiffany Lawrence,Dance movement psychotherapist,1309794,400042
20211100200,EXTC,Bradley Rodriguez,9967658075,bradleyrodriguez@gmail.com,M,68.71,51.4,30.86,92.51,59.26,77.86,74.81,Tyler Turner,"Pharmacist, community",Alice Smith,Broadcast presenter,395671,400043
20211100201,COMPS,Jonathan Bender,9967144253,jonathanbender@hotmail.com,M,64.76,75.32,55.9,89.3,62.1,54.41,1.83,James Baker,Passenger transport manager,Christine Hamilton,Air broker,435115,400100
20211100202,IT,Joshua Turner,9987852663,joshuaturner@yahoo.com,M,51.21,83.02,6.56,79.66,73.5,99.86,7.2,Rick Thompson,Recycling officer,Debra Miller,"Engineer, maintenance (IT)",990425,400059
20211100203,COMPS,Noah Chandler,9967520527,noahchandler@gmail.com,M,49.89,76.49,82.24,69.87,88.21,94.54,33.97,Christopher Cook,Clinical embryologist,Jessica Russell,Warehouse manager,349748,400069
20211100204,MECH,Justin Case,9665799179,justincase@gmail.com,M,88.19,58.85,4.17,67.47,69.61,67.04,26.18,Jeffrey Clark,Commercial/residential surveyor,Amy Tucker,"Lecturer, higher education",974151,400032
20211100205,MECH,Charles Espinoza,9987945461,charlesespinoza@yahoo.com,M,81.74,94.39,40.54,83.98,72.04,54.68,15.18,Adrian Stephens,"Production assistant, radio",Heather Lin,"Teacher, English as a foreign language",1265401,400101
20211100206,MECH,Ryan Schmidt,9867836484,ryanschmidt@gmail.com,M,80.24,71.14,35.73,77.93,91.77,60.88,80.78,Stephen King,Prison officer,Karen Hernandez,Senior tax professional/tax inspector,1063715,400055
20211100207,COMPS,Mark Brown,9665274895,markbrown@gmail.com,M,79.61,88.2,15.31,51.43,99.99,79.89,8.28,Brian Hopkins,Textile designer,Tammy Zhang,Television camera operator,645529,400090
20211100208,EXTC,Jesus Richards,9987382969,jesusrichards@gmail.com,M,35.65,68.01,33.51,69.92,75.45,98.91,41.99,Craig Anderson,Health promotion specialist,Ashley Fowler,Armed forces logistics/support/administrative officer,730824,400066
20211100209,MECH,David Marshall,9967565655,davidmarshall@yahoo.com,M,62.11,83.97,88.24,58.36,94.47,61.97,80.91,Thomas Blanchard,"Teacher, English as a foreign language",Melinda Daniel,"Programmer, applications",123090,400017
20211100210,COMPS,Selena Krueger,9665117553,selenakrueger@yahoo.com,F,89.31,51.51,14.23,82.91,99.58,96.52,60.47,Mark Aguilar,Firefighter,Maria Avila,Communications engineer,166618,400018
20211100211,MECH,Benjamin Powell,9987462856,benjaminpowell@gmail.com,M,62.02,84.37,71.42,83.41,54.48,88.76,47.06,Joshua Wilkerson,Magazine features editor,Nicole Moses,Lawyer,710673,400053
20211100212,EXTC,Kyle Garcia,9004660933,kylegarcia@gmail.com,M,70.28,54.86,60.84,95.67,75.57,79.69,36.51,Allen Davis,Electronics engineer,Jessica Krause,Contractor,756402,400043
20211100213,MECH,Kevin Alvarado,9892260671,kevinalvarado@gmail.com,M,68.01,57.09,88.73,82.73,57.5,95.8,70.54,Raymond Brown,Fisheries officer,Helen Watson,Translator,164720,400060
20211100214,IT,Danny Holland,9967875996,dannyholland@gmail.com,M,96.0,83.13,69.55,55.1,96.34,58.88,19.36,Jeremy Smith,Emergency planning/management officer,Cheryl Williams,Heritage manager,260693,400005
20211100215,EXTC,Andrew Owens,9665752157,andrewowens@hotmail.com,M,48.99,81.82,48.77,52.74,97.7,76.49,59.44,Corey Ortiz,Equities trader,Alexis Harris,Energy manager,475755,400009
20211100216,MECH,Sandra Tucker,8451940449,sandratucker@hotmail.com,F,97.22,80.34,58.33,97.95,92.51,67.56,71.53,Mr. Eric Ross PhD,"Engineer, control and instrumentation",April Perez,Fine artist,1217767,400035
20211100217,MECH,Jennifer Hawkins,9967719097,jenniferhawkins@gmail.com,F,93.79,82.47,77.92,84.61,71.22,53.08,0.42,Justin Hall,Chiropractor,Mia Heath,Teaching laboratory technician,689761,400025
20211100218,COMPS,Tom Mcdaniel,9867782572,tommcdaniel@gmail.com,M,87.4,67.58,16.48,61.42,96.07,58.51,65.32,Christopher Carrillo,"Librarian, academic",Adrienne Lee,"Lecturer, further education",1306007,400015
20211100219,EXTC,Sheri Harris,8999820983,sheriharris@gmail.com,F,91.52,67.57,53.91,98.02,98.69,89.66,29.28,Philip Jackson,Geographical information systems officer,Karen Cohen,Regulatory affairs officer,678366,400042
20211100220,EXTC,Thomas Maxwell,8454955989,thomasmaxwell@gmail.com,M,61.73,80.39,21.87,55.99,61.42,96.74,77.52,Daniel Ellis,Hospital pharmacist,Julie Lopez,Pensions consultant,430841,400061
20211100221,MECH,Mark James,9987466071,markjames@gmail.com,M,35.7,89.87,17.93,79.4,92.82,87.54,33.62,Mr. Timothy Henderson PhD,Psychotherapist,Diana Martin,Newspaper journalist,700549,400041
20211100222,IT,Mark Smith,9967329056,marksmith@gmail.com,M,91.93,70.2,98.09,76.21,97.7,60.46,20.32,Michael White,Manufacturing systems engineer,Monica Fowler,Learning mentor,404432,400084
20211100223,EXTC,Kara Green,8999257691,karagreen@gmail.com,F,46.34,89.15,30.4,77.76,51.84,89.44,54.59,Randy Carr,Solicitor,Krista Rogers,Musician,969953,400015
20211100224,COMPS,Suzanne Quinn,8452876580,suzannequinn@gmail.com,F,39.96,71.15,17.77,87.48,59.46,70.29,38.15,Scott Mcfarland,"Nurse, learning disability",Maria Norton,"Psychologist, forensic",378602,400056
20211100225,EXTC,Cheryl Lee,8454032146,cheryllee@gmail.com,F,76.42,86.55,24.19,95.2,81.81,51.07,24.51,Robert Shields,Midwife,Lori Davis,Landscape architect,717689,400059
20211100226,COMPS,Cole Weber,9004544885,coleweber@gmail.com,M,79.17,66.5,25.01,92.54,51.49,55.49,65.06,Richard Garcia,Fashion designer,Angela Castaneda,Private music teacher,467510,400082
20211100227,MECH,Curtis Simmons,9892210544,curtissimmons@gmail.com,M,86.15,63.56,38.23,58.61,92.84,67.62,78.03,Michael Williamson,"Doctor, general practice",Erin Campos,Health and safety adviser,1278822,400020
20211100228,EXTC,Tristan White,9665845455,tristanwhite@gmail.com,M,93.23,85.72,49.37,89.2,73.63,92.04,25.49,Nicholas Ross,Amenity horticulturist,Samantha Wells,Financial planner,354745,400011
20211100229,IT,Cheryl Brooks,8452866103,cherylbrooks@gmail.com,F,85.92,79.73,33.47,50.73,50.24,75.0,57.8,Julian Hernandez Jr.,Energy manager,Susan Nichols,Barrister's clerk,336981,400085
20211100230,MECH,Shaun Murphy,9892714168,shaunmurphy@yahoo.com,M,44.54,68.72,48.67,50.15,97.79,97.99,22.77,Joshua Martinez,Aeronautical engineer,Ashley Munoz,Chief Technology Officer,365651,400016
20211100231,COMPS,Paul Adams,9967015794,pauladams@gmail.com,M,61.58,85.66,60.35,78.26,98.13,93.25,66.4,Patrick Alexander,"Librarian, academic",Rachel Rodriguez,Medical laboratory scientific officer,271585,400070
20211100232,COMPS,Douglas Huber,8451029023,douglashuber@gmail.com,M,50.48,91.33,69.45,99.5,54.08,85.99,49.05,Eric Woods,"Clinical scientist, histocompatibility and immunogenetics",Katherine Briggs,Merchant navy officer,1291402,400008
20211100233,EXTC,Dr. Monica Oneill,8999719757,dr.monicaoneill@gmail.com,F,68.73,54.6,81.21,52.65,53.56,61.94,35.03,Bob Weaver,"Scientist, biomedical",Ashley Bennett,"Psychologist, forensic",1486930,400012
20211100234,MECH,Helen Bell,7738752244,helenbell@gmail.com,F,52.81,86.7,51.17,80.21,59.23,89.38,58.31,Jonathan Jacobs,Mental health nurse,Gina Ward,Energy manager,562467,400019
20211100235,COMPS,Michael Bowen,8450947187,michaelbowen@gmail.com,M,91.05,88.09,16.09,60.12,96.16,92.75,69.1,William Estes,Research scientist (maths),Margaret Santana,Arts administrator,1459282,400042
20211100236,MECH,John Thompson,9867768004,johnthompson@yahoo.com,M,84.76,86.05,4.77,76.58,77.49,62.51,76.85,Justin Bauer,Advertising copywriter,Christina Barber,Fish farm manager,969172,400074
20211100237,EXTC,Ronald Brown,9867015413,ronaldbrown@yahoo.com,M,98.57,87.69,2.29,96.46,62.32,60.85,70.82,Michael Olsen,Physiological scientist,Tamara Bartlett,Town planner,1225070,400091
20211100238,EXTC,Debra Harris PhD,8999174397,debraharrisphd@hotmail.com,F,55.49,68.28,3.6,78.38,66.87,56.83,62.53,Nathan Miller,"Engineer, broadcasting (operations)",Linda Nguyen,Maintenance engineer,307377,400001
20211100239,EXTC,Jenna Mccarthy,7738115011,jennamccarthy@yahoo.com,F,69.69,88.68,36.45,63.58,58.19,95.77,9.75,Anthony Benson,Barista,Jennifer Alvarez,"Surveyor, building control",965979,400021
20211100240,COMPS,David Stone,8999937560,davidstone@gmail.com,M,52.14,79.37,0.07,83.9,61.73,59.91,0.59,Scott Hardin,Health physicist,Teresa Schaefer,Chief Financial Officer,822136,400015
