sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,minority
20211100125,MECH,Michael Proctor,9987251256,michaelproctor@gmail.com,M,88.73,53.6,32.08,52.96,77.84,62.04,33.77,Alex Collins,Theme park manager,Kimberly Reynolds,Solicitor,1030185,400019,christian
20211100126,MECH,Justin Hernandez,9665357879,justinhernandez@gmail.com,M,56.4,91.84,52.37,80.18,92.41,86.19,25.28,Kevin Vasquez,Printmaker,Cynthia Green,"Research officer, political party",1133611,400074,christian
20211100127,IT,Christopher Miller,9967347528,christophermiller@gmail.com,M,52.31,79.51,55.08,84.01,54.03,69.32,71.03,Nicholas Allison,Chief Operating Officer,Stephanie Turner,"Accountant, chartered certified",647561,400018,christian
20211100128,IT,James Brown,9967769065,jamesbrown@gmail.com,M,90.14,61.65,59.95,94.4,79.35,93.11,23.69,Ryan Rodriguez,Stage manager,Kristina Shelton,"Scientist, research (medical)",931062,400051,christian
20211100129,EXTC,Nicole Stone,9665680810,nicolestone@hotmail.com,F,67.09,55.11,86.83,60.75,79.87,82.6,82.19,Darrell Roy,Chemical engineer,Sierra Parker,"Journalist, newspaper",1283434,400057,christian
20211100130,COMPS,James Sandoval,9004729093,jamessandoval@yahoo.com,M,95.91,96.13,88.26,93.57,67.84,59.89,35.08,Christopher Jones,Geoscientist,Carrie Munoz,Advertising account planner,1490240,400093,christian
20211100131,EXTC,Brian Stewart,9867959831,brianstewart@yahoo.com,M,38.04,95.11,36.33,85.77,83.54,98.4,44.46,Sean Duran,Camera operator,Tiffany Miller,Camera operator,1288959,400080,christian
20211100132,IT,Michelle Herman,9665769845,michelleherman@gmail.com,F,60.83,98.54,8.02,66.58,77.83,61.85,83.93,Daniel Jackson,Applications developer,Lisa Chase,"Solicitor, Scotland",506256,400036,christian
20211100133,EXTC,Margaret Simpson,9987938697,margaretsimpson@gmail.com,F,47.98,71.56,68.05,93.48,81.2,59.56,68.09,David Greene,Travel agency manager,Alicia Martinez,Catering manager,766681,400007,christian
20211100134,EXTC,Joe Lawrence,9004266781,joelawrence@yahoo.com,M,58.11,93.93,75.54,58.61,55.87,89.35,37.71,Robert Zavala,"Engineer, materials",Chelsea Austin,Tourist information centre manager,373465,400102,christian
20211100135,MECH,Crystal Kelley,9892867400,crystalkelley@hotmail.com,F,78.15,67.07,19.84,99.65,57.92,88.31,3.43,Dylan Davis,Multimedia programmer,Casey Thornton,"Surveyor, quantity",1042725,400005,christian
20211100136,COMPS,Robert Simmons,9987053146,robertsimmons@hotmail.com,M,58.71,94.6,66.18,95.56,61.19,92.25,52.09,David Williams,Purchasing manager,Brittany Lee,"Scientist, research (medical)",604715,400020,christian
20211100137,COMPS,Christina Long,9892715351,christinalong@yahoo.com,F,96.18,52.22,51.08,66.02,56.42,67.56,81.6,Robert Davis,Physiological scientist,Linda Harris,Environmental consultant,1457511,400049,christian
20211100138,EXTC,Teresa Beck,9987524215,teresabeck@gmail.com,F,60.14,92.58,9.67,92.78,80.6,88.82,47.54,Ronald Guzman,Site engineer,Tracy Brown,Lawyer,1324750,400034,christian
20211100139,IT,Jamie Miller,7738221609,jamiemiller@gmail.com,M,71.91,97.47,70.25,90.79,76.07,60.6,17.73,John Forbes,Arboriculturist,Melissa Sanchez,Secretary/administrator,563857,400003,christian
20211100140,COMPS,Austin Novak,8452988202,austinnovak@gmail.com,M,45.74,61.68,62.98,50.8,54.75,79.5,41.97,Bradley Reyes,Social worker,Cindy Hogan,"Engineer, building services",1218812,400102,christian
20211100141,EXTC,Daniel Moses,7738887162,danielmoses@yahoo.com,M,51.44,63.81,44.57,99.01,98.49,91.82,16.15,Michael Cain,Television floor manager,Brenda Harris,Environmental manager,1235704,400093,christian
20211100142,MECH,Nicholas Lowe,9665796298,nicholaslowe@gmail.com,M,58.86,63.87,28.61,58.15,82.89,96.29,17.04,Steven Rios,Occupational therapist,Courtney Walsh,Network engineer,1327828,400047,christian
20211100143,MECH,William Howard PhD,8454910383,williamhowardphd@yahoo.com,M,56.26,90.53,88.73,54.05,65.66,68.86,68.3,Michael Lynch,Insurance risk surveyor,Yvette Ross,Freight forwarder,501115,400055,christian
20211100144,MECH,Michael Mathews,9004423590,michaelmathews@gmail.com,M,53.79,76.72,73.94,76.66,79.46,66.8,11.08,Samuel Wilson,Financial planner,Sheena Ramirez,Editorial assistant,548232,400059,christian
20211100145,COMPS,Joel Mills,7738770015,joelmills@gmail.com,M,41.74,66.87,50.82,66.98,89.03,85.94,22.29,Christopher Wilkins,Television/film/video producer,Cathy Mcdonald DVM,"Psychologist, occupational",1444054,400067,christian
20211100146,EXTC,Barry Shaw,9004650805,barryshaw@gmail.com,M,78.29,81.43,65.57,59.31,64.22,79.43,18.87,Mr. Randy Benjamin,Regulatory affairs officer,Jeanne Fields,Community arts worker,502130,400096,christian
20211100147,IT,Eric Marshall,8454019457,ericmarshall@yahoo.com,M,60.89,98.27,41.43,72.31,97.81,55.24,53.86,Jordan Holt,"Accountant, chartered certified",Alexandra Conley,Police officer,1187426,400023,christian
20211100148,MECH,Jane Avila,9892584247,janeavila@gmail.com,F,55.22,72.79,92.24,91.89,93.46,50.7,38.64,Timothy Carter,Television production assistant,Brandy Mendoza,"Teacher, primary school",421723,400023,christian
20211100149,COMPS,Peter Bradford,9967291482,peterbradford@gmail.com,M,66.54,81.94,87.76,77.24,86.35,91.79,13.16,Joseph Sanders,Clinical molecular geneticist,Julie Cochran,"Engineer, drilling",298026,400055,christian
20211100150,MECH,Jaime Carlson,9867077646,jaimecarlson@gmail.com,M,70.56,74.79,51.15,79.4,97.26,62.31,60.94,Jesus Miller,Occupational hygienist,Andrea Johnson,Site engineer,370301,400044,christian
20211100151,EXTC,Joseph Pittman,7738352218,josephpittman@gmail.com,M,77.5,65.3,43.49,95.4,61.4,88.22,8.63,Kevin Martinez,Legal secretary,Terri Rice,Medical technical officer,1236814,400031,christian
20211100152,EXTC,Mark Hubbard,8454919232,markhubbard@yahoo.com,M,91.72,67.15,37.75,56.6,59.4,63.41,69.46,Hector Miles,Phytotherapist,Mrs. Eileen Hayes,"Teacher, adult education",1244443,400014,christian
20211100153,IT,Brett Hayes,9867627898,bretthayes@gmail.com,M,93.71,90.29,2.49,66.34,95.83,97.05,19.04,Tyler Wallace,Health service manager,Yesenia Lewis,Scientific laboratory technician,289602,400030,christian
20211100154,COMPS,Ruben Keller,9665749531,rubenkeller@gmail.com,M,53.02,74.46,10.23,78.39,54.97,72.38,74.04,Joshua Ward,Neurosurgeon,Brittany Deleon,"Development worker, community",1106681,400061,christian
20211100155,IT,Angelica Stanley,9987089311,angelicastanley@gmail.com,F,88.58,84.16,31.54,91.47,66.68,92.49,70.22,Andrew Rodriguez,"Biochemist, clinical",Tammy Mcdonald,Medical laboratory scientific officer,1178406,400007,christian
20211100156,EXTC,Nathan Jackson,9004039555,nathanjackson@yahoo.com,M,90.32,61.37,63.46,78.29,91.91,70.12,40.72,John Chung,Airline pilot,Rebecca Ross,Clinical research associate,849265,400014,christian
20211100157,MECH,Eric Schroeder,9987248848,ericschroeder@gmail.com,M,44.35,69.69,67.07,51.27,73.42,81.73,66.95,Craig Schneider,"Scientist, clinical (histocompatibility and immunogenetics)",Rhonda Williams,Systems developer,628391,400044,christian
20211100158,MECH,Jay Blanchard,9665052670,jayblanchard@yahoo.com,M,51.75,59.49,91.62,85.14,53.9,66.44,29.34,Brian Palmer,Chartered public finance accountant,Jade Green,Government social research officer,464449,400046,christian
20211100159,IT,Melanie Ford,9987399871,melanieford@gmail.com,F,70.94,64.47,95.17,71.38,88.54,76.39,76.41,Daniel Walker,Commissioning editor,Dana Logan,Restaurant manager,1172686,400011,christian
20211100160,MECH,Megan Nelson,9867268416,megannelson@gmail.com,F,36.48,72.84,56.44,85.9,71.09,84.26,82.24,George West,"Engineer, electrical",Nicole Brown,Barrister's clerk,115911,400036,christian
20211100161,COMPS,John King,9967456850,johnking@hotmail.com,M,89,79.48,42.97,72.56,73.24,64,80.91,Aaron Cunningham,"Teacher, secondary school",Tiffany Ballard,"Surveyor, minerals",1405757,400069,christian
20211100162,MECH,Brooke Carr,9967479690,brookecarr@gmail.com,F,41.46,55.24,27.28,82.05,74.64,80.17,10.92,Andrew Wright,Exhibition designer,Jillian Maynard,Commissioning editor,977999,400070,christian
20211100163,COMPS,Melinda Murillo,9892091298,melindamurillo@gmail.com,F,95.19,90.3,71.81,79.41,82.75,54.49,66.08,Robert Young,Dealer,Christine Watson,Banker,394184,400052,christian
20211100164,MECH,Matthew Wang,7738513085,matthewwang@gmail.com,M,65,60.46,20.93,51.09,93.7,77.65,75.7,Richard Kent,Water engineer,Cathy Welch,Systems analyst,1246839,400099,christian
20211100165,IT,Connie Proctor,8999790132,connieproctor@gmail.com,F,98.41,83.05,21.5,58.75,68.83,70.46,36.03,Matthew Young,"Nurse, adult",Yvette Mills,Research scientist (medical),955885,400090,christian
20211100166,IT,Nathaniel Harris MD,9987854433,nathanielharrismd@gmail.com,M,35.99,85.75,44.32,61.25,67.31,87.69,24.92,Chase Williams,Clothing/textile technologist,Megan Johnson,Meteorologist,1184801,400021,christian
20211100167,MECH,Bob Farmer,9987925273,bobfarmer@yahoo.com,M,70.21,87.76,16.53,98.84,79.2,73.33,11.81,Kevin Robinson Jr.,"Therapist, art",Elizabeth Stewart,Government social research officer,705915,400016,christian
20211100168,EXTC,Christopher Baker,9665019022,christopherbaker@gmail.com,M,84.22,63.57,44.86,75.81,80.93,91.85,30.62,Jason Long,"Engineer, communications",Dr. Janice Wright MD,"Accountant, chartered certified",132033,400088,christian
20211100169,EXTC,Jennifer Fernandez PhD,9004568942,jenniferfernandezphd@hotmail.com,F,65.42,55.75,55.33,94.08,59.44,51.49,37.35,Colin Gomez,Freight forwarder,Sherry Dean,Architectural technologist,370204,400097,christian
20211100170,EXTC,Jay Griffin,9004788521,jaygriffin@gmail.com,M,98.49,85.41,48.72,79.13,62.38,77.99,48.39,Kyle Riley,Conference centre manager,Katie Combs,Academic librarian,1403633,400030,christian
20211100171,IT,John Richardson,8454970865,johnrichardson@gmail.com,M,53.64,54.51,71.15,90.65,98.22,90.06,17.69,Peter Liu,Petroleum engineer,Elaine Howard,"Geologist, engineering",288592,400034,christian
20211100172,IT,Patricia Benton,8454858898,patriciabenton@gmail.com,F,95.97,65.11,52.68,68.01,70.6,65.63,15.03,Christopher Kim,Production manager,Amanda Heath,Retail banker,590870,400034,christian
20211100173,IT,James Pena DDS,8452025884,jamespenadds@gmail.com,M,48.76,51.59,67.73,54.46,67.49,65.15,27.85,Mario Sullivan,Advertising account planner,Theresa Clark,Local government officer,178194,400022,christian
20211100174,IT,Gregory Perry,7738475082,gregoryperry@gmail.com,M,89.42,93.54,26.97,59.94,79.13,61.68,32.13,Jacob Freeman,"Engineer, energy",Samantha Williams,Recruitment consultant,627692,400067,christian
20211100175,COMPS,Christopher Rodriguez,8451989341,christopherrodriguez@yahoo.com,M,84.66,52.59,1.2,63.4,78.2,74.95,1.92,Benjamin Barker,Water quality scientist,Katie Delgado,Social worker,412260,400018,christian
20211100176,MECH,William Taylor,9987572881,williamtaylor@yahoo.com,M,69.92,67.41,88.18,98.33,84.24,78.59,5.43,Tom Johnson,Multimedia specialist,Christina Charles,Social worker,1317502,400060,christian
20211100177,IT,Brandon Clark,9987064160,brandonclark@hotmail.com,M,90.32,59.61,47.2,64.63,80.96,51.95,7.61,Michael Wright,"Accountant, chartered public finance",Holly Alexander,Accommodation manager,786910,400055,christian
20211100178,IT,Kristen Wood,9967048636,kristenwood@gmail.com,F,48.19,89.2,22.9,71.86,66.52,67.95,26.1,Samuel Scott,Publishing copy,Pamela Rose,"Administrator, Civil Service",1454104,400067,christian
20211100179,COMPS,Felicia Payne,9967540393,feliciapayne@gmail.com,F,82.73,78.34,51.64,81.96,88.69,87.58,58.7,Timothy Knox,Call centre manager,Abigail Garza,Accommodation manager,1317613,400012,christian
20211100180,EXTC,Michael Harrison MD,9004460849,michaelharrisonmd@gmail.com,M,93.14,91.83,59.4,88.2,76.32,76.94,16.17,Todd Carter,"Engineer, materials",Christine Leblanc,"Therapist, horticultural",539178,400054,christian
20211100181,COMPS,Victor Brown,9004829009,victorbrown@gmail.com,M,59.6,56.55,29.85,78.45,62.44,93.47,23.43,Nicholas Barnett,Fast food restaurant manager,Michele Solomon,Systems analyst,811356,400097,christian
20211100182,EXTC,Kimberly Curry,9004119800,kimberlycurry@gmail.com,F,79.3,80.63,11.92,92.07,62.43,66.27,5.46,Larry Rowe,Food technologist,Shannon Chen,Building services engineer,888001,400029,christian
20211100183,MECH,Jeremy Sullivan,8999964197,jeremysullivan@yahoo.com,M,58.96,76.58,82.2,79.51,89.26,65.3,40.18,Kevin Olsen,"Scientist, forensic",Sarah Mcguire,Tax adviser,663841,400054,christian
20211100184,EXTC,Mr. Jacob Malone,9004033725,mr.jacobmalone@gmail.com,M,66.88,91.2,0.29,61.33,71.82,62.43,40.01,William Diaz,Ranger/warden,Melissa Ballard,"Sales professional, IT",637760,400049,christian
20211100185,IT,Jeffrey Allen,9892887275,jeffreyallen@gmail.com,M,95.59,80.12,28.05,98.41,91.74,67.37,37.44,David Russell,Licensed conveyancer,Barbara Brown,Technical author,836607,400033,christian
20211100186,IT,Scott Evans,9665797367,scottevans@yahoo.com,M,62.95,56.59,68.08,55.1,66.18,96.32,13.08,Manuel Moore,"Accountant, chartered",Courtney Parker,Agricultural consultant,728739,400099,christian
20211100187,COMPS,Gregory Johnson,8999919570,gregoryjohnson@gmail.com,M,92.83,97.22,50.3,66.51,71.04,85.63,26.26,Jeffrey Brooks,Ergonomist,Leah Fisher,Insurance broker,1231285,400042,christian
20211100188,EXTC,Kevin Lee,9004931681,kevinlee@gmail.com,M,38.23,54.07,60.03,74.75,64.57,91.94,70.18,John Collins,Architect,Angela Brown,Phytotherapist,112997,400016,christian
20211100189,EXTC,Danielle Howard,7738666142,daniellehoward@gmail.com,F,86.7,99.43,54.43,61.8,82.84,80.96,63.11,Christopher Abbott,"Scientist, forensic",Christie Pittman,"Surveyor, commercial/residential",851970,400027,christian
20211100190,EXTC,David Haas,9967998400,davidhaas@gmail.com,M,76.02,74.61,29.38,68.25,88.08,84,4.34,Eric Juarez,Early years teacher,Shelly Wallace,Computer games developer,1300825,400014,christian
20211100191,MECH,Kevin Martinez,9987993905,kevinmartinez@gmail.com,M,68.24,94.25,68.51,72.46,53.01,60.12,2.07,Taylor Robertson,Agricultural consultant,Michelle Walters,Commercial art gallery manager,899017,400009,non-minority
20211100192,EXTC,Brian Walker,7738019407,brianwalker@hotmail.com,M,57.67,59.54,24.65,61.88,58.05,67.76,9.61,David Bentley,Geophysical data processor,Jade Williams,"Therapist, music",1266871,400088,non-minority
20211100193,MECH,Danielle Jones,7738585129,daniellejones@gmail.com,F,92.4,83.57,37.34,96.89,70.74,76.55,36.72,Nicholas Moore,Advertising account executive,Joanne Brewer,Chartered loss adjuster,631560,400079,non-minority
20211100194,EXTC,Manuel Williams DVM,9867486326,manuelwilliamsdvm@gmail.com,M,80.06,95.1,66.66,60.66,96.4,95.07,14.02,Danny Mitchell,"Lecturer, further education",Crystal Foley,Government social research officer,1337271,400089,non-minority
20211100195,EXTC,Caroline Thompson,8999388423,carolinethompson@gmail.com,F,88.17,76.42,7.51,99.24,88.6,83.04,47.08,Justin Riley,Social worker,Alyssa Le,"Designer, textile",522654,400101,non-minority
20211100196,COMPS,Dylan Hicks,8999274285,dylanhicks@gmail.com,M,55.97,72.03,79.43,66.37,78.33,98.5,38.33,Daniel Marshall,Museum/gallery conservator,Miranda Green,"Embryologist, clinical",110693,400033,non-minority
20211100197,EXTC,Richard Bonilla,9987770832,richardbonilla@gmail.com,M,54.41,81.32,3.35,82.56,51.13,56.48,85.22,Charles Rogers,Cabin crew,Rachel Compton,Chiropractor,639727,400100,non-minority
20211100198,EXTC,Frank Sanders,8454093780,franksanders@gmail.com,M,35.24,69.26,38.15,95.29,63.82,99.6,19.78,Steven Stevens,Health physicist,Debra Winters,Tour manager,227568,400013,non-minority
20211100199,MECH,Charlotte Nelson,9967321756,charlottenelson@yahoo.com,F,65.5,74.68,45.27,73.49,98.65,89.67,16.94,Cody Avila,Trade mark attorney,Catherine Jackson,"Journalist, newspaper",1038797,400073,non-minority
20211100200,IT,Allen Riggs,8999619635,allenriggs@gmail.com,M,55.52,53.96,62.23,69.54,74.32,54.96,21.9,Corey Wright DDS,Seismic interpreter,Monica Taylor,Outdoor activities/education manager,464576,400044,non-minority
20211100201,EXTC,Rebecca Moore,9867517715,rebeccamoore@yahoo.com,F,69.18,53.68,59.08,58.87,69.73,90.22,27.77,Patrick Garza,"Psychologist, prison and probation services",Heather Wells,"Administrator, sports",538136,400034,non-minority
20211100202,IT,Kristin Marsh,9867970343,kristinmarsh@gmail.com,F,89.35,84.34,10.14,50.3,54.27,55.84,36.91,Joshua Castaneda,Location manager,Judith Ortiz,"Librarian, academic",472655,400044,non-minority
20211100203,IT,Sandra Miller,7738389966,sandramiller@gmail.com,F,42.52,76.07,88.45,96.59,82.32,68.38,28.65,Andrew Harris,Pathologist,Brittney Peterson,Financial adviser,766799,400020,non-minority
20211100204,MECH,Bill Evans,8999796088,billevans@gmail.com,M,42.05,75.67,87.17,51.05,84.21,72.21,21.54,Adam White,Accommodation manager,Elizabeth Wells MD,Photographer,793329,400046,non-minority
20211100205,COMPS,Shannon Morgan,8451052220,shannonmorgan@yahoo.com,F,46.97,69.31,10.3,87.74,51.09,51.47,77.57,Matthew Bean,"Designer, industrial/product",Gina Hernandez,Youth worker,790263,400058,non-minority
20211100206,IT,Ryan Dickerson,8999184356,ryandickerson@gmail.com,M,55.56,74.32,47.97,56.47,55.01,83.47,31.08,Vincent Rojas,Civil Service administrator,Cynthia Schmitt,Accommodation manager,1438957,400039,non-minority
20211100207,COMPS,Rachel Mendez,9665973306,rachelmendez@gmail.com,F,62.57,57.44,86.58,66.11,88.31,99.99,58.02,Alan Wiggins,Arboriculturist,Kelly Young,Lawyer,898954,400057,non-minority
20211100208,IT,Christopher Martinez,7738291806,christophermartinez@gmail.com,M,78.75,89.59,18.61,98.94,70.45,98.82,72.3,Cameron Young,"Copywriter, advertising",Amanda Lee,Pension scheme manager,373566,400061,non-minority
20211100209,EXTC,Paul Frazier,7738597347,paulfrazier@yahoo.com,M,85,77.02,72.4,57.26,64.74,88.03,60.37,Raymond Harris,Psychiatrist,Chelsea Villa,"Buyer, retail",1255381,400012,non-minority
20211100210,EXTC,Deanna Vasquez,8999382363,deannavasquez@gmail.com,F,73.07,81.76,63.27,57.97,55.1,54.17,3.31,Brian Clayton,Chief Strategy Officer,Jocelyn Bates,Therapeutic radiographer,129512,400062,non-minority
20211100211,IT,Rebecca Smith,9987516737,rebeccasmith@gmail.com,F,71.23,84.5,60.14,80.46,83.98,89.67,33.19,Larry Davidson,Physiotherapist,Shelia Pearson,"Investment banker, corporate",517543,400003,non-minority
20211100212,EXTC,Derek Ward MD,9892295042,derekwardmd@gmail.com,M,74.25,80.39,94.16,92.8,76.08,90.46,11.17,Charles Compton,Records manager,Monica White,Theatre manager,419612,400037,non-minority
20211100213,COMPS,Robert Fowler DDS,9004952563,robertfowlerdds@gmail.com,M,70.93,54.4,60.68,63.89,88.49,76.82,21.01,Juan Leach,Research scientist (maths),Cindy Taylor,Production manager,500751,400037,non-minority
20211100214,IT,Dr. Charles Lindsey DDS,9665145558,dr.charleslindseydds@gmail.com,M,59.77,51.45,9.21,92.05,71.22,66.8,65.88,Kyle Jones,Recycling officer,Kristen Smith,"Therapist, horticultural",1488015,400014,non-minority
20211100215,COMPS,Ruben Winters,9004592045,rubenwinters@gmail.com,M,89.62,74.58,60.2,76.43,53.45,63.79,19.49,Wesley Johnson,Sales promotion account executive,Heidi Everett,Personnel officer,916848,400078,non-minority
20211100216,MECH,Tyler Neal,9665692355,tylerneal@hotmail.com,M,66.79,84.36,64.12,69.06,68.71,65.15,2.45,Michael Martin Jr.,"Engineer, water",Emily Blackwell,Fish farm manager,458823,400032,non-minority
20211100217,COMPS,Joe Ramirez,9967059670,joeramirez@hotmail.com,M,65.87,53.66,70.21,74.48,80.54,92.47,38.05,Darrell Holt,Photographer,Melissa Burgess,Comptroller,345347,400059,non-minority
20211100218,MECH,Luis Smith,7738548596,luissmith@gmail.com,M,79.11,90.79,33.07,53.59,64.91,96.87,4.26,Steve Allen,Interpreter,Taylor Burch,Magazine journalist,1350751,400081,non-minority
20211100219,EXTC,Courtney Edwards,9867775552,courtneyedwards@gmail.com,F,73.66,86.05,64.28,54.01,62.57,83.95,31.17,Brad Rogers,Database administrator,Kelly Wallace,Marketing executive,291808,400094,non-minority
20211100220,IT,Amanda King,9004117248,amandaking@gmail.com,F,68.89,78.49,69.49,50.18,54.94,87.15,22.54,Michael Jackson,Tourism officer,Mary Adams,Immunologist,642042,400089,non-minority
20211100221,COMPS,Ian Parker,8452825047,ianparker@gmail.com,M,43.53,69.9,24.47,84.57,51.62,75.44,20.14,Philip Nelson,Health promotion specialist,Christy Stephens,Operational investment banker,1123243,400074,non-minority
20211100222,MECH,Kevin Sanchez,7738367146,kevinsanchez@gmail.com,M,51.74,93.25,6.18,95.56,69.49,88.14,67.56,Danny Garcia,Tourist information centre manager,Elizabeth Hopkins,Market researcher,549081,400075,non-minority
20211100223,EXTC,Richard James,8999149525,richardjames@yahoo.com,M,61.19,70.95,95.3,69.39,89.71,63.4,15.92,Brett Mcdaniel,Toxicologist,Michele Nunez,Operations geologist,1426008,400102,non-minority
20211100224,EXTC,Lucas Shaw,9892283526,lucasshaw@gmail.com,M,72.31,79.8,70.47,93.66,77.7,88.19,1.46,Jeffrey Fleming,"Engineer, automotive",Tasha Howard,Environmental health practitioner,1387154,400017,non-minority
20211100225,EXTC,Michelle Costa,7738541058,michellecosta@gmail.com,F,95.92,90.39,94.47,87.04,70.64,95.92,13.51,Henry Cummings,"Surveyor, insurance",Kimberly Hester,"Teacher, adult education",855625,400008,non-minority
20211100226,MECH,David Walters,9004348732,davidwalters@hotmail.com,M,77.98,99.98,36.94,66.29,90.81,54.16,31.32,Craig Larson,Community arts worker,Nicole Jones,Risk analyst,1265474,400096,non-minority
20211100227,MECH,Laura Bolton,9987291070,laurabolton@gmail.com,F,71.07,55.98,31.25,90.76,96.68,70.79,76.07,Shane Wilson,Holiday representative,Stacy Nunez,Psychotherapist,962297,400039,christian
20211100228,IT,Steven Ford,8452025663,stevenford@yahoo.com,M,49.23,88.66,76.2,87.49,66.44,68.03,65.07,Samuel Gay,Research scientist (physical sciences),Felicia Vasquez,Marketing executive,1337615,400066,christian
20211100229,MECH,Danny Flores Jr.,9892924593,dannyfloresjr.@hotmail.com,M,37,78.33,91.77,97.91,99.85,61.87,89.64,Adam Hebert,Translator,Elaine Gray,Furniture designer,193502,400061,christian
20211100230,EXTC,Rachel Thomas,9987138646,rachelthomas@gmail.com,F,38.75,65.21,43.52,55.81,99.45,53.05,46.15,Anthony White,Holiday representative,Gloria Black,Audiological scientist,287779,400082,christian
20211100231,MECH,Jacob Phelps,9967834273,jacobphelps@gmail.com,M,88.72,68.62,61.68,74.09,96.2,55.74,30.87,Robert Page,Chartered loss adjuster,Lauren Gonzalez,Equities trader,336408,400067,christian
20211100232,COMPS,Thomas Cooper,8999859891,thomascooper@gmail.com,M,93.17,64.77,99.09,60.91,68.73,94.31,48.94,Clinton Jenkins,Location manager,Kaitlyn King,Physiotherapist,787316,400092,christian
20211100233,MECH,Jason Chase,8999569320,jasonchase@gmail.com,M,77.4,60.45,71.9,96.52,80.79,51.65,69.71,William Williams,Amenity horticulturist,Angela Bautista,Insurance account manager,1474225,400053,christian
20211100234,EXTC,Joseph Gardner,9987937602,josephgardner@hotmail.com,M,76.95,80.45,89.27,68.71,78.61,81.05,51.34,Johnathan Brock,Water quality scientist,Cheryl Walker,Lexicographer,1350772,400075,christian
20211100235,MECH,Edward Jennings,9987934942,edwardjennings@gmail.com,M,70.09,91.17,90.9,59.89,55.87,64.91,19.75,Angel Montoya,"Surveyor, planning and development",Pamela Hutchinson,Ophthalmologist,1229352,400014,christian
20211100236,COMPS,Jason Moses,9665995938,jasonmoses@hotmail.com,M,57.6,58.76,61.8,72.98,77.52,79.13,61.88,Brian Allen,Private music teacher,Krystal Parks,"Surveyor, mining",202509,400087,christian
20211100237,MECH,Amanda Rasmussen,9892984190,amandarasmussen@gmail.com,F,47.1,98.89,89.21,93.6,55.74,52.6,31.29,Christopher Holt,Freight forwarder,Briana Anderson,Set designer,1305155,400019,christian
20211100238,IT,Katie Garcia,9004942462,katiegarcia@gmail.com,F,39.04,98.85,74.13,66.86,55.25,60.68,17.65,Christopher Whitehead,Metallurgist,Christina Kim,Museum/gallery curator,1083914,400067,christian
20211100239,IT,Kimberly Smith,9004958044,kimberlysmith@gmail.com,F,79.16,82.8,18.58,79.93,54.51,76.45,20.26,Eric Norris,Financial planner,Kaitlyn Davis,Bookseller,743037,400102,christian
20211100240,COMPS,Juan Eaton,9004751630,juaneaton@gmail.com,M,66.18,77.14,98.09,75.7,85.08,87.16,4.23,Brandon Hayes,Psychiatric nurse,Tara Roberts,Risk analyst,1486243,400059,christian
