sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode
20211100130,COMPS,Mrs. Karen Jones,9892240046,mrs.karenjones@gmail.com,F,60.08,67.56,5.86,95.2,56.73,95.44,70.05,Steven Gomez,Music tutor,Kayla Smith,Museum/gallery conservator,1051723,400085
20211100131,EXTC,Ashley Nelson,9892410219,ashleynelson@yahoo.com,F,55.61,97.62,63.15,70.19,59.8,80.69,43.15,Brett Walker,Financial adviser,Chelsea Bailey,"Sound technician, broadcasting/film/video",1069650,400087
20211100132,COMPS,Ann Mcdonald,8454071894,annmcdonald@gmail.com,F,52.6,53.9,57.88,81.13,87.61,71.73,87.94,Nathan Morris,Higher education lecturer,Brittany West,Archivist,1244465,400021
20211100133,MECH,Joseph Miller,9967427996,josephmiller@gmail.com,M,87.34,73.9,35.62,85.73,62.56,67.06,6.81,Jeremy Powell,Charity officer,Sarah Meyer,"Geneticist, molecular",1175665,400049
20211100134,EXTC,Nicole Gordon,9987820652,nicolegordon@gmail.com,F,71.69,93.75,22.77,55.51,63.63,96.74,44.24,Joshua Bell,Scientific laboratory technician,Jennifer Schmidt,Osteopath,211606,400030
20211100135,EXTC,Curtis Mcgee,9004119277,curtismcgee@yahoo.com,M,63.56,52.22,81.33,86.66,86.18,78.85,76.75,Craig Rivera,Equities trader,Alice Martinez,Media buyer,202528,400016
20211100136,COMPS,Amanda Ford,9004142631,amandaford@gmail.com,F,69.88,53.21,87.99,87.13,82.66,84.6,17.65,Thomas Rowland,"Production assistant, radio",Ariel Mendoza,Curator,927205,400013
20211100137,IT,Heather Smith,7738435098,heathersmith@gmail.com,F,78.39,70.31,13.85,87.57,69.58,60.46,68.01,Jeremy Smith,Neurosurgeon,Dana Cobb,Arboriculturist,651633,400082
20211100138,IT,Jennifer Jones,7738390561,jenniferjones@yahoo.com,F,79.62,86.71,72.99,80.23,51.97,63.58,77.35,Todd White,"Designer, jewellery",Anita Koch,Learning mentor,1430166,400089
20211100139,IT,Dustin Gardner,9892182558,dustingardner@gmail.com,M,94.11,56.33,68.36,74.13,91.69,74.97,17.86,Stephen Nolan,Hotel manager,Victoria Clark,Corporate investment banker,397370,400091
20211100140,IT,Kyle Hale,9004627588,kylehale@gmail.com,M,88.61,74.65,5.53,65.54,98.78,89.23,4.99,Keith Sanchez,Automotive engineer,Victoria Montes,Rural practice surveyor,638204,400032
20211100141,IT,Charles Kennedy,7738729808,charleskennedy@yahoo.com,M,45.05,73.41,67.86,96.56,69.41,64.71,58.24,Mr. Gregory Stout,Hydrographic surveyor,Julie Stone,Structural engineer,780002,400006
20211100142,EXTC,Dylan Johnson,9004478209,dylanjohnson@gmail.com,M,86.86,62.82,16.11,74.03,77.32,78.62,76.8,Steven Robinson,Hydrologist,Danielle Smith,"Programme researcher, broadcasting/film/video",1130779,400051
20211100143,COMPS,Shannon Washington,9987343279,shannonwashington@gmail.com,F,39.26,51.81,85.22,73.41,64.17,74.04,45.92,Brian Snow,"Librarian, academic",Candice Bartlett,"Producer, television/film/video",698797,400094
20211100144,COMPS,Michael Hampton,8999050751,michaelhampton@gmail.com,M,85.6,94.39,56.67,74.11,86.2,78.3,26.79,George Cooley,Set designer,Heather Brown,Associate Professor,166081,400035
20211100145,EXTC,Christy Garner,8452096999,christygarner@gmail.com,F,55.85,71.61,64.33,72.2,74.76,61.32,58.43,Justin Smith,Operations geologist,Nichole Allen,Technical sales engineer,447166,400060
20211100146,COMPS,Joe Garrett,9892386324,joegarrett@yahoo.com,M,49.15,77.94,49.14,58.48,67.21,92.29,15.44,Jeffrey Phillips,Special educational needs teacher,Tracy Morris,Civil Service fast streamer,304368,400042
20211100147,EXTC,Stephanie Morrison,9665884201,stephaniemorrison@gmail.com,F,51.59,88.13,64.15,73.91,65.35,53.37,29.47,Curtis Gillespie,"Runner, broadcasting/film/video",Mandy Reid,"Restaurant manager, fast food",134159,400094
20211100148,IT,David Mosley,8451872168,davidmosley@gmail.com,M,39.21,73.99,33.41,65.55,89.35,51.01,60.42,Randall Hill,Press sub,Melinda Ramos,Electronics engineer,1367206,400029
20211100149,COMPS,Wendy Gaines,9004586718,wendygaines@gmail.com,F,94.29,82.8,70.74,94.38,57.08,57.66,55.58,Blake Jordan,Financial adviser,Alicia Austin,"Scientist, clinical (histocompatibility and immunogenetics)",355621,400077
20211100150,MECH,Seth Garcia,9004123959,sethgarcia@yahoo.com,M,51.14,81.96,77.38,58.84,67.13,90.59,15.89,Troy Cherry,Biomedical engineer,Mary Stark,Telecommunications researcher,832220,400093
20211100151,IT,Joseph Cox,7738491694,josephcox@gmail.com,M,49.21,79.0,47.61,51.53,63.88,72.17,65.31,Thomas Harper,Quality manager,Kaitlyn Lee,Market researcher,1439661,400055
20211100152,MECH,Robert Adams,7738358403,robertadams@gmail.com,M,63.32,68.61,46.34,84.83,90.45,72.33,65.88,John Lawrence,Chief Operating Officer,Natalie Trevino,"Civil engineer, contracting",1389753,400084
20211100153,EXTC,Edward Little,9867446516,edwardlittle@gmail.com,M,86.11,63.97,19.52,65.87,77.21,51.49,73.41,Stephen Glover,Quantity surveyor,Elizabeth Johnson,Actor,890568,400097
20211100154,IT,Angel Bautista,8452847605,angelbautista@gmail.com,F,35.41,93.64,57.87,94.01,62.22,64.46,37.08,Danny Farrell,Mudlogger,Jo Brown,Architect,1394112,400001
20211100155,IT,Michael Espinoza,8454958401,michaelespinoza@gmail.com,M,51.7,64.64,2.78,95.51,70.01,89.91,57.12,Robert Mahoney,Food technologist,Stacey Johnson,Chief Financial Officer,939623,400095
20211100156,EXTC,Jessica Walsh,9665198193,jessicawalsh@yahoo.com,F,76.66,74.93,26.62,60.9,62.3,76.32,88.53,Casey Shaw,Geophysical data processor,Patricia Chandler,"Scientist, clinical (histocompatibility and immunogenetics)",1221498,400059
20211100157,IT,Roger Harrison,9867281018,rogerharrison@yahoo.com,M,71.76,93.68,15.55,99.97,91.53,74.4,22.75,Sean Mcbride,Homeopath,Leslie Hurst,Seismic interpreter,274852,400053
20211100158,COMPS,Matthew Edwards,9867835852,matthewedwards@hotmail.com,M,91.34,70.76,71.93,50.25,55.32,85.73,80.81,Clinton Gilmore,"Designer, exhibition/display",Virginia Chambers,"Merchandiser, retail",967386,400017
20211100159,EXTC,Hunter Watson,8454023930,hunterwatson@hotmail.com,M,91.98,77.17,38.9,77.25,52.1,96.66,87.37,Justin Vasquez,"Research officer, government",Lori Jenkins,Water engineer,1079211,400085
20211100160,MECH,Lawrence Wilson,9867471317,lawrencewilson@yahoo.com,M,42.9,76.07,86.67,50.52,68.56,60.02,62.49,David Welch,Community pharmacist,Lisa Cabrera,"Surveyor, hydrographic",744749,400019
20211100161,COMPS,Kendra Ruiz,9987975199,kendraruiz@gmail.com,F,94.09,66.45,3.78,75.0,71.89,61.71,11.92,Thomas Marshall,Armed forces logistics/support/administrative officer,Courtney George,"Research officer, government",477071,400040
20211100162,COMPS,Daniel Rose,9967027229,danielrose@hotmail.com,M,43.38,62.86,53.27,61.12,61.38,99.78,68.06,Richard Jones,"Surveyor, building",Alexa Herrera,"Teacher, adult education",245387,400089
20211100163,COMPS,Beth Castillo,9867149239,bethcastillo@gmail.com,F,40.13,83.97,13.74,74.1,71.43,75.35,88.61,John Evans,Ambulance person,Pamela Sanford,Product designer,1302911,400018
20211100164,MECH,Steve Thomas,9987461866,stevethomas@gmail.com,M,41.93,89.11,60.9,99.49,67.97,57.86,58.1,Howard Pope,Meteorologist,Holly Green,Ship broker,1050638,400042
20211100165,EXTC,Kyle Murphy,9892463969,kylemurphy@gmail.com,M,35.5,81.75,81.4,88.9,81.36,92.87,67.53,Mr. James Lopez,Geochemist,Samantha Williams,Commercial horticulturist,936979,400056
20211100166,MECH,Anthony Moore,9665622726,anthonymoore@gmail.com,M,60.67,60.52,41.71,74.04,91.5,80.14,36.01,Jeffrey Vaughan,Waste management officer,Judy Hernandez,Patent examiner,292078,400088
20211100167,EXTC,Stephen Lester,9967554996,stephenlester@gmail.com,M,96.92,60.07,65.67,71.0,94.81,87.41,23.99,Glenn King,Restaurant manager,Heather Wheeler,"Surveyor, insurance",891852,400092
20211100168,IT,Stephen Roy,9987927846,stephenroy@gmail.com,M,55.67,79.21,24.35,76.86,80.56,57.19,78.25,Eric Dorsey,Production engineer,Jennifer Conley,Building surveyor,763802,400065
20211100169,IT,Tim Banks,9987297893,timbanks@yahoo.com,M,99.45,72.53,91.93,56.34,69.79,75.86,86.77,Ryan Patton,Commercial horticulturist,Mary Jackson,Teaching laboratory technician,366091,400070
20211100170,IT,Ann Anderson,8452089024,annanderson@gmail.com,F,60.78,99.07,91.69,71.69,77.0,80.76,22.51,Brian Cunningham,"Engineer, production",Caitlin Palmer,Midwife,1070123,400042
20211100171,IT,Michael Moses,9987489267,michaelmoses@gmail.com,M,53.65,89.16,25.37,56.78,97.85,98.63,81.16,Ross Cross,Local government officer,Monica White,"Administrator, charities/voluntary organisations",938892,400072
20211100172,EXTC,Jeremy Harris,7738928788,jeremyharris@gmail.com,M,46.87,82.99,54.35,88.44,91.28,57.49,46.67,Jonathan Harrington III,"Research officer, trade union",Terry Hunt,Sports coach,1248210,400055
20211100173,EXTC,Kevin Torres,8999343776,kevintorres@gmail.com,M,72.56,72.74,93.61,58.7,66.62,82.74,26.71,Aaron Kirk,Sports coach,Virginia Holmes,Industrial buyer,1003858,400090
20211100174,EXTC,Steven Watkins,9665461130,stevenwatkins@gmail.com,M,63.31,94.73,76.9,79.93,62.94,54.86,29.63,Jeffrey Miles,"Engineer, control and instrumentation",Stacy Anderson,Publishing copy,303338,400059
20211100175,IT,John Welch,9967953896,johnwelch@gmail.com,M,69.75,96.74,52.87,89.17,56.41,65.78,86.43,James Thomas,Accounting technician,Erin Mcintyre,"Engineer, site",588088,400049
20211100176,EXTC,Mark Carter,9665241875,markcarter@gmail.com,M,79.04,90.0,36.0,51.71,52.64,85.29,26.78,Mark Ward,Volunteer coordinator,Patricia Wong,Sports coach,1046894,400043
20211100177,COMPS,Jesus Watkins,9665778306,jesuswatkins@gmail.com,M,72.36,81.9,1.18,75.92,98.45,94.07,62.67,Michael Rubio,"Engineer, civil (contracting)",Debra Edwards,Arts development officer,848977,400014
20211100178,IT,Joshua Rodriguez,9867482864,joshuarodriguez@gmail.com,M,59.94,88.69,9.47,74.77,75.53,99.09,27.89,Roger Mcpherson,"Development worker, international aid",Teresa Flores,"Scientist, audiological",1084589,400093
20211100179,COMPS,Joseph Smith,9987990617,josephsmith@hotmail.com,M,84.9,64.16,90.78,86.5,82.33,74.9,73.72,Zachary Martinez,Psychotherapist,Tonya Cook,Quantity surveyor,159496,400005
20211100180,COMPS,Jason Rosales,9004635345,jasonrosales@gmail.com,M,84.59,67.45,90.79,72.27,86.3,50.02,2.4,Timothy Pena,"Investment banker, corporate",Alicia Martin,"Civil engineer, consulting",716884,400029
20211100181,COMPS,Carlos Shaw,9665599836,carlosshaw@gmail.com,M,50.31,54.85,91.18,51.26,52.76,74.44,80.25,Kyle Moran,Operational investment banker,Lynn Myers,"Designer, exhibition/display",608030,400039
20211100182,IT,Jacob Richardson,7738443809,jacobrichardson@gmail.com,M,45.73,81.98,89.94,55.1,77.83,60.81,24.49,John Hernandez,Insurance claims handler,Sue Martinez,Claims inspector/assessor,1137554,400070
20211100183,COMPS,Joseph Kim,9892013268,josephkim@yahoo.com,M,85.34,87.59,88.88,53.11,56.47,65.93,4.09,Brandon Rogers,Land/geomatics surveyor,Amanda Copeland,Structural engineer,206245,400073
20211100184,MECH,Brian Santos,8451961085,briansantos@yahoo.com,M,45.34,61.1,85.13,91.04,67.87,76.44,7.5,Mark Harrington,Music therapist,Tara Garcia,Location manager,943580,400042
20211100185,IT,John Smith,9867425265,johnsmith@yahoo.com,M,81.78,64.44,74.84,92.28,50.32,68.37,34.49,Jonathan Young,"Merchandiser, retail",Veronica Dawson,Nutritional therapist,952230,400065
20211100186,MECH,Austin Frye,8999392817,austinfrye@yahoo.com,M,39.89,70.17,95.98,58.29,53.21,78.18,76.69,Edward Giles,Research scientist (maths),Monica Woods,Financial adviser,109893,400066
20211100187,IT,Mr. Bryan Santiago,7738532107,mr.bryansantiago@gmail.com,M,64.7,74.98,10.62,74.81,68.18,88.91,20.01,Justin Nelson,Higher education lecturer,Zoe Thompson,Pathologist,900364,400078
20211100188,IT,Jessica Clarke,9892699142,jessicaclarke@yahoo.com,F,39.06,58.71,95.25,98.38,83.01,85.36,78.17,Matthew Wilson,"Presenter, broadcasting",Rebecca Bailey,"Therapist, speech and language",592546,400045
20211100189,COMPS,Holly Howell,7738518563,hollyhowell@gmail.com,F,93.97,55.81,48.32,58.03,69.9,69.15,20.6,Brian Vincent,Warehouse manager,Kimberly Parks,"Engineer, communications",913079,400060
20211100190,COMPS,Matthew Herrera,8452054678,matthewherrera@hotmail.com,M,45.55,67.46,74.28,75.53,87.09,89.92,68.03,Alexander Craig,Insurance underwriter,Kimberly Compton,Music therapist,876497,400023
20211100191,IT,Tammy Harrington,8999053513,tammyharrington@hotmail.com,F,80.89,85.64,53.95,83.01,85.46,83.48,53.01,John Wheeler,Chartered certified accountant,Martha Wilkins,Hydrologist,921214,400029
20211100192,IT,Calvin Smith,9892035067,calvinsmith@gmail.com,M,74.18,73.48,50.34,61.29,79.97,89.35,4.38,Steven Walton,Youth worker,Lisa Jones,Volunteer coordinator,1147772,400069
20211100193,IT,Jorge Jacobson,9967438197,jorgejacobson@yahoo.com,M,88.23,70.48,35.73,56.21,71.67,98.33,78.03,Adam Erickson,"Doctor, general practice",Elizabeth Smith,Theatre manager,1105466,400087
20211100194,COMPS,Edward Lopez,9892884761,edwardlopez@gmail.com,M,57.63,51.19,45.38,60.76,51.77,77.49,30.2,Brett James,Cartographer,Katherine Bishop,Furniture conservator/restorer,816165,400075
20211100195,EXTC,Mary Benitez,8451064940,marybenitez@gmail.com,F,97.51,82.31,34.31,94.98,73.53,52.07,47.47,Keith Stewart,Agricultural engineer,Brittany Hernandez,Advice worker,1163522,400066
20211100196,MECH,Megan Campbell,9987875871,megancampbell@gmail.com,F,87.65,55.67,18.4,99.03,83.81,51.81,22.27,John Smith,Cytogeneticist,Rachel Curtis,"Designer, multimedia",105245,400062
20211100197,COMPS,Meghan Brown,9967889191,meghanbrown@hotmail.com,F,83.8,76.83,29.64,71.09,60.58,64.63,18.32,Jeremy Lambert,Research scientist (maths),Denise White,Electrical engineer,232757,400023
20211100198,EXTC,Kenneth Gonzalez,8999147909,kennethgonzalez@gmail.com,M,86.42,65.5,82.4,54.47,83.67,62.01,25.07,Alexander Gibson,Advertising account executive,Angela Kim,"Therapist, art",1420571,400069
20211100199,IT,Christopher Lang,9665358905,christopherlang@gmail.com,M,53.68,97.44,50.47,80.19,92.04,67.46,56.25,Kirk Douglas,Purchasing manager,Kristina Johnson,Planning and development surveyor,244698,400067
20211100200,MECH,Mary Sparks,9892191822,marysparks@gmail.com,F,54.13,52.8,16.99,71.66,82.22,51.55,85.94,Ryan Gibbs,Hospital pharmacist,Mrs. Krystal Hubbard,Educational psychologist,1344727,400076
20211100201,COMPS,Steven Fernandez,9987592351,stevenfernandez@gmail.com,M,45.84,70.31,77.56,83.43,63.56,54.67,27.56,Keith Ellis,Social researcher,Marissa Davis,Best boy,1055726,400020
20211100202,IT,Zachary Scott,7738833898,zacharyscott@gmail.com,M,88.02,73.53,30.11,63.93,95.73,70.45,37.59,Russell Petersen,Fisheries officer,Katherine Evans,Tour manager,1233173,400064
20211100203,EXTC,Kevin Parker,8451973398,kevinparker@gmail.com,M,65.4,92.95,82.01,85.92,52.61,76.86,55.7,Thomas Summers,Air traffic controller,Kristin Herman,Actuary,1449032,400058
20211100204,MECH,Sharon Brown,9004744967,sharonbrown@gmail.com,F,39.08,76.79,6.37,68.82,65.15,89.69,74.35,Eric Hanson,Engineering geologist,Mary Lowe MD,Diagnostic radiographer,410667,400089
20211100205,EXTC,Richard Wright,9867470119,richardwright@gmail.com,M,42.92,60.09,6.48,59.9,86.34,97.09,39.8,Richard Smith,"Teacher, early years/pre",Heather Mills,Oceanographer,429825,400028
20211100206,EXTC,Brandy Todd,9987911646,brandytodd@hotmail.com,F,55.21,94.83,3.83,84.74,75.52,99.46,53.67,Aaron Rollins,Animator,Leah Underwood,"Scientist, marine",895879,400056
20211100207,EXTC,Kristine West,8999883987,kristinewest@gmail.com,F,96.22,55.26,53.76,76.39,74.92,91.82,1.93,Jorge Castaneda,"Engineer, mining",Ellen Barnes,Ergonomist,580202,400097
20211100208,MECH,Alisha Thomas,9665091103,alishathomas@gmail.com,F,52.66,71.37,30.89,82.36,72.58,71.08,70.31,John Clark,"Designer, furniture",Kristen Gould,"Presenter, broadcasting",701677,400039
20211100209,MECH,Bradley Haley,9967921348,bradleyhaley@gmail.com,M,57.75,65.09,5.95,87.04,83.67,68.59,19.42,Steven Wilkins,Volunteer coordinator,Melissa Chang,"Surveyor, building control",312071,400063
20211100210,COMPS,Shelby Sanders,9867961446,shelbysanders@gmail.com,F,98.28,61.41,9.82,79.51,53.93,60.03,30.58,Andrew Powell,"Lighting technician, broadcasting/film/video",Leslie Shaw,Quarry manager,130048,400093
20211100211,MECH,Jeffrey Ho,9967741483,jeffreyho@gmail.com,M,54.35,85.85,74.19,58.19,73.92,60.04,64.62,Matthew Avery,Phytotherapist,Stephanie Johnson,Magazine features editor,1106676,400064
20211100212,COMPS,Laura Hanson,9004921476,laurahanson@gmail.com,F,50.98,79.9,47.17,87.02,54.91,70.37,59.68,Christopher Prince,Best boy,Vickie Copeland,"Engineer, petroleum",456916,400054
20211100213,COMPS,Randy Montoya,9867080525,randymontoya@hotmail.com,M,69.03,80.65,2.8,81.24,61.33,58.93,76.88,Tyler Good,Financial planner,Danielle Gross,Press photographer,936889,400026
20211100214,EXTC,Brandon Lewis,9665357877,brandonlewis@hotmail.com,M,81.23,87.69,51.69,71.93,75.78,62.98,4.87,Christopher Kim,Counselling psychologist,Zoe Bell,Pathologist,597824,400065
20211100215,EXTC,Austin Thomas,9867678779,austinthomas@yahoo.com,M,53.61,88.69,4.28,54.96,66.53,94.62,54.95,James Rose,"Therapist, sports",Meghan Anderson,Actor,705092,400027
20211100216,IT,Stuart Kelly,9987357206,stuartkelly@gmail.com,M,47.25,91.32,33.08,95.43,53.38,98.4,18.33,Lee Martin,Cytogeneticist,Valerie Smith,"Buyer, industrial",821247,400011
20211100217,IT,Jose Rodriguez,8451093492,joserodriguez@gmail.com,M,51.19,85.64,56.96,91.66,93.85,89.75,60.08,Dennis Blake,"Administrator, arts",Sabrina Hicks,Ecologist,641216,400041
20211100218,MECH,Anthony Wall,9867416939,anthonywall@gmail.com,M,86.09,63.93,54.91,91.53,99.55,76.14,79.67,Jason Serrano,"Scientist, research (physical sciences)",Karen Williams,"Radiographer, therapeutic",697039,400007
20211100219,MECH,John Haley,9987082834,johnhaley@gmail.com,M,43.57,93.34,45.33,62.33,98.51,95.89,0.15,Cory Jones,Barrister,Nicole Flores,Chartered public finance accountant,472262,400051
20211100220,MECH,Joseph Mejia,8999329386,josephmejia@gmail.com,M,90.45,70.85,54.5,82.77,58.34,76.13,75.1,Christopher Parker,"Radiographer, therapeutic",Maria White,"Engineer, energy",532302,400101
20211100221,MECH,Jasmine Davis,9004537518,jasminedavis@gmail.com,F,99.75,60.43,26.93,52.35,57.11,53.33,25.61,Seth Boyer,Planning and development surveyor,Lauren Richards,"Surveyor, quantity",1458910,400075
20211100222,COMPS,Marissa Davis,9987642963,marissadavis@gmail.com,F,61.57,60.23,67.82,85.12,54.34,64.71,20.64,Thomas Andrews,Mudlogger,Erin Hernandez,"Production assistant, radio",937246,400078
20211100223,IT,Aaron Mcknight,9987947980,aaronmcknight@gmail.com,M,96.48,91.87,53.1,53.28,75.44,94.24,67.15,Carl Lopez,Investment analyst,Taylor Jackson,"Designer, textile",158958,400027
20211100224,MECH,Melissa Mann,9892622238,melissamann@gmail.com,F,64.28,84.36,37.66,89.36,93.79,85.92,68.64,Michael Higgins,Records manager,Desiree Marshall,Energy engineer,1435327,400025
20211100225,IT,Dale Lopez,9665995548,dalelopez@yahoo.com,M,62.38,61.54,89.79,95.43,99.43,64.9,73.47,Chad Lambert,Radio producer,Chelsea Cook,Diagnostic radiographer,1365003,400031
20211100226,MECH,Michael Bell,9665489784,michaelbell@gmail.com,M,79.19,93.67,58.55,83.75,59.49,98.29,82.21,Christopher Adams,Phytotherapist,Nicole Gregory,"Surveyor, hydrographic",910035,400042
20211100227,MECH,Victor Walsh,9867218686,victorwalsh@gmail.com,M,88.73,69.97,1.93,87.18,50.78,66.11,21.37,Douglas Scott,"Biochemist, clinical",Kristina Washington,"Scientist, research (life sciences)",1261720,400028
20211100228,EXTC,Tyler Thomas,9004681012,tylerthomas@yahoo.com,M,51.69,56.11,13.79,62.86,88.34,55.93,35.24,Mr. Chad Jennings,Scientific laboratory technician,Carly Wright,Pensions consultant,387191,400007
20211100229,EXTC,Margaret Garner,9967153638,margaretgarner@gmail.com,F,65.76,99.03,85.28,54.37,55.43,98.33,82.71,Richard Charles,Recycling officer,Andrea Johnson,Occupational psychologist,1247149,400027
20211100230,COMPS,Mrs. Cathy Smith,9987017754,mrs.cathysmith@yahoo.com,F,87.96,89.24,62.29,70.52,59.31,85.32,6.61,Mark Diaz,Garment/textile technologist,Emily Becker,"Geneticist, molecular",441402,400043
20211100231,COMPS,Brandon Adams,7738485446,brandonadams@yahoo.com,M,67.04,72.64,28.99,92.44,53.66,67.39,75.25,Andrew Davis,Clinical cytogeneticist,Barbara Ross,Marine scientist,652671,400101
20211100232,COMPS,Richard Rowland,9892617636,richardrowland@gmail.com,M,93.63,72.3,88.98,71.99,66.71,78.37,30.32,Vincent Robertson,Radio producer,Brooke Miranda,"Engineer, biomedical",1229989,400076
20211100233,EXTC,Krystal Snyder,9867546012,krystalsnyder@yahoo.com,F,66.96,96.97,52.84,65.44,53.43,69.36,53.11,Chad Carney,Immigration officer,Jacqueline Martin,Community education officer,374138,400101
20211100234,COMPS,Lisa Leon,9967851628,lisaleon@gmail.com,F,77.75,82.12,38.2,95.67,90.24,70.98,8.35,Henry Silva,Jewellery designer,Ashley Kelly,"Education officer, environmental",1434852,400074
20211100235,EXTC,Laurie Kirk,7738835346,lauriekirk@gmail.com,F,54.81,99.74,37.68,68.84,80.53,92.54,43.49,Johnny Hensley,Air traffic controller,Debbie Mendoza,"Teacher, primary school",741512,400036
20211100236,COMPS,Daniel Brady,9892940052,danielbrady@gmail.com,M,41.26,72.43,88.03,77.73,58.68,96.09,62.52,Michael Kaufman,Contracting civil engineer,Natalie Johnson,Equality and diversity officer,1375980,400082
20211100237,COMPS,Christian Leonard,9967523202,christianleonard@gmail.com,M,45.45,56.55,20.65,93.0,89.69,96.41,81.75,Andrew Odom,Land,Stephanie Ramirez,Quality manager,639304,400096
20211100238,EXTC,Christopher Fisher,9665378844,christopherfisher@gmail.com,M,87.74,57.54,43.19,76.0,79.58,89.79,71.16,Ruben Novak,Estate agent,Kristi Hart,"Psychologist, sport and exercise",1259012,400012
20211100239,COMPS,Kelly Nguyen,9987735954,kellynguyen@gmail.com,F,45.92,61.01,41.73,93.24,71.71,90.15,22.74,Richard Gardner,Retail buyer,Marissa Thomas,"Therapist, horticultural",1084920,400094
20211100240,IT,Charles Collins,8454012065,charlescollins@gmail.com,M,98.7,72.43,85.66,81.07,52.75,58.24,61.8,Carlos Smith,Insurance underwriter,Jean Ibarra,Haematologist,1115506,400058
